ID,ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
1205,141 HEMLOCK,NEW BEDFORD,SWIFT ST,28-Jul-15,2
1206,28 CLAFLIN,MILFORD,,29-Jul-15,1
1207,MILLHAM,MARLBORO,@ DUDLEY ST,3-Aug-15,2
1208,29 MAGEE,HYDE PARK,,5-Oct-15,2
1209,119 RUSKINDALE,HYDE PARK,BLAKE ST,16-Oct-15,2
1210,69 LODGEHILL,HYDE PARK,,20-Nov-15,2
1211,784 TRUMAN,HYDE PARK,,23-Nov-15,2
1212,RIDGE,HOLLISTON,,5-Dec-15,3
1213,EAST,DEDHAM,,7-Dec-15,2
1214,BOWDOIN,CAMBRIDGE,@ HUDSON ST,29-Jul-15,2
1215,17 BLOSSOM,FAIRHAVEN,HILL ST,30-Jul-15,2
1216,18 FRUIT,MILFORD,,31-Jul-15,2
1217,122-126 RIVER,DEDHAM,,5-Aug-15,2
1218,8 BARNESDALE,NATICK,,9-Aug-15,2
1219,36 ACUSHNET,NEW BEDFORD,BLACKMERE ST,20-Aug-15,2
1220,23 WESTERN,NATICK,,21-Aug-15,2
1221,90 AMORY,CAMBRIDGE,HAMPSHIRE ST,24-Sep-15,2
1222,15 HEATHER,NORTHBRIDGE,,26-Oct-15,2
1223,203 HIGHLAND,DEDHAM,,25-Nov-15,2
1224,MAIN,HUDSON,,3-Dec-15,2
1225,47 HOWARD,CAMBRIDGE,CALLENDAR ST,12-Dec-15,2
1226,MAIN,MILFORD,,12-Dec-15,3
1227,36 SYLVESTER,NATICK,,14-Dec-15,2
1228,731 CONCORD,FRAMINGHAM,,18-Dec-15,2
1229,75 MOSHER,NEW BEDFORD,COUNTY ST,30-Jul-15,2
1230,61 KATHARINE,NEW BEDFORD,CRAPO ST,30-Jul-15,1
1231,19 FLORENCE,NATICK,HARVARD ST,4-Nov-15,2
1232,122 MOUNT AUBURN,CAMBRIDGE,UNIVERSITY RD,21-Nov-15,2
1233,400 MOUNT AUBURN,CAMBRIDGE,,21-Nov-15,2
1234,MASSACHUSETTS,CAMBRIDGE,,2-Dec-15,2
1235,BRATTLE,CAMBRIDGE,,4-Dec-15,2
1236,BROADWAY,CAMBRIDGE,,5-Dec-15,2
1237,83 MOUNT AUBURN,CAMBRIDGE,,18-Dec-15,2
1238,279 HOLLIS,FRAMINGHAM,,19-Dec-15,2
1239,565 PLEASANT,FRAMINGHAM,,21-Dec-15,2
1240,195 CONCORD,CAMBRIDGE,,31-Jul-15,1
1241,BROWNELL,NEW BEDFORD,KEMPTON ST,31-Jul-15,2
1242,46 DELANO,NEW BEDFORD,S. SECOND ST,31-Jul-15,1
1243,86 MAIN,GRAFTON,,4-Aug-15,3
1244,351 PLANTATION,WORCESTER,WARDEN ST,4-Aug-15,2
1245,42404 HOME,NATICK,W. CENTRAL ST,28-Oct-15,2
1246,456 BROADWAY,CAMBRIDGE,,5-Dec-15,2
1247,1550 CAMBRIDGE,CAMBRIDGE,,10-Dec-15,2
1248,708 GRAFTON,WORCESTER,CORRINE ST,2-Aug-15,1
1249,45 ROOSEVELT,NEW BEDFORD,RUTH ST,5-Aug-15,1
1250,32 LONG,WESTBOROUGH,,3-Aug-15,2
1251,442 BROADWAY,CAMBRIDGE,TROWBRIDGE ST,12-Aug-15,2
1252,643 LINCOLN,WORCESTER,BOYLSTON ST,11-Sep-15,2
1253,2B KNOX,WORCESTER,CLOVER ST,12-Sep-15,2
1254,765 MASSACHUSETTS,CAMBRIDGE,,22-Sep-15,2
1255,MILTON,DEDHAM,,22-Sep-15,2
1256,577 LAKE,SHREWSBURY,ARROWWOOD DR,6-Oct-15,2
1257,LINCOLN,WORCESTER,@ AMESBURY ST,22-Oct-15,2
1258,MASSACHUSETTS,CAMBRIDGE,,20-Nov-15,2
1259,60 RIVERSIDE,DEDHAM,,5-Dec-15,2
1260,23-25 BRISTOL,CAMBRIDGE,,14-Dec-15,2
1261,744 MASSACHUSETTS,CAMBRIDGE,PLEASANT ST,7-Aug-15,2
1262,1182 GRAFTON,WORCESTER,MONTEFORTE ST,18-Sep-15,2
1263,125-133 RUSTCRAFT,DEDHAM,,23-Sep-15,2
1264,40 EATON,HUDSON,,21-Nov-15,2
1265,MASSACHUSETTS,CAMBRIDGE,@ LEE ST,4-Dec-15,2
1266,878 MASSACHUSETTS,CAMBRIDGE,LEE ST,8-Dec-15,2
1267,931 MASSACHUSETTS,CAMBRIDGE,HANCOCK ST,16-Dec-15,
1268,6 SHERMAN,MAYNARD,,5-Aug-15,2
1269,33 SWIFT,NEW BEDFORD,,5-Aug-15,2
1270,45 ROOSEVELT,NEW BEDFORD,,5-Aug-15,2
1271,32 FALMOUTH,WORCESTER,,5-Aug-15,1
1272,17 JODIE,FRAMINGHAM,PAVIA PL,7-Aug-15,2
1273,10 GARFIELD,MAYNARD,ARTHUR ST,14-Aug-15,2
1274,77 LYMAN,WORCESTER,,19-Aug-15,2
1275,453 MILL,WORCESTER,JUNE ST,20-Oct-15,2
1276,280 IRVING,FRAMINGHAM,,6-Aug-15,1
1277,328 HAWTHORN,NEW BEDFORD,REED ST,7-Aug-15,2
1278,6 MAYWOOD,NEW BEDFORD,IRVINGTON ST,25-Aug-15,2
1279,23 POMONA,WORCESTER,COPPERFIELD RD,19-Sep-15,2
1280,340 UNION,FRAMINGHAM,ARCH ST,7-Aug-15,1
1281,26 HILTON,FRAMINGHAM,SAUCIER ST,7-Aug-15,1
1282,10 HIGH,MARLBORO,BOLTON ST,7-Aug-15,1
1283,HAWTHORN,NEW BEDFORD,REED ST,7-Aug-15,2
1284,374 ROCKDALE,NEW BEDFORD,,7-Aug-15,1
1285,160 HARVARD,CAMBRIDGE,WINDSOR ST,3-Nov-15,2
1286,EAST,DEDHAM,BROOKDALE AVE,4-Dec-15,2
1287,20 NAY,DEDHAM,,10-Aug-15,2
1288,495 WINTER,FRAMINGHAM,,10-Aug-15,1
1289,41 ELM,SHREWSBURY,,10-Aug-15,1
1290,271 CORDAVILLE,SOUTHBORO,RIVER ST,10-Aug-15,2
1291,20 PRUDENTIAL,WORCESTER,BERGSTROM RD,13-Aug-15,2
1292,FARM,MARLBORO,@ PHEASANT HILL RD,13-Sep-15,2
1293,21 TIVERTON,WORCESTER,RICH ST,14-Sep-15,2
1294,48 NELSON,WORCESTER,NELSON PARK DR,17-Sep-15,2
1295,45 MILTON,HYDE PARK,BEACON ST,24-Oct-15,2
1296,60-62 ARSENAL,FRAMINGHAM,CORREGIDOR RD,9-Nov-15,2
1297,28 CENTRAL,SOMERVILLE,SYCAMORE ST,17-Nov-15,2
1298,19 MEADOW,DARTMOUTH,,7-Dec-15,3
1299,CLEVELAND,NEW BEDFORD,@ 4 ELLEN ST,11-Aug-15,1
1300,266 CHANDLER,WORCESTER,ABBOTT ST,11-Aug-15,1
1301,10 SUMMER,HUDSON,BROAD ST,13-Aug-15,2
1302,11 MOSSLAND,SOMERVILLE,,3-Oct-15,2
1303,117 ELM,SOMERVILLE,,7-Nov-15,2
1304,59 OLD BOLTON,HUDSON,,9-Nov-15,2
1305,47-49 PARKDALE,SOMERVILLE,,16-Dec-15,2
1306,16 COUNTY,FREETOWN,,12-Aug-15,1
1307,84 BERGERON,MARLBORO,,12-Aug-15,2
1308,31 FRUIT,MILFORD,,12-Aug-15,1
1309,8 TURNPIKE,SOUTHBORO,,12-Aug-15,2
1310,131-133 PLANTATION,WORCESTER,LAPIERRE ST,12-Aug-15,1
1311,76A PARSONS HILL,WORCESTER,,12-Aug-15,1
1312,353 SINGLETARY,FRAMINGHAM,JODIE RD,24-Nov-15,2
1313,LINNAEAN,CAMBRIDGE,@ GARDEN ST,13-Aug-15,2
1314,217 WOOD,HOPKINTON,,13-Aug-15,1
1315,31 AIRLIE,WORCESTER,LEEDS ST,13-Aug-15,2
1316,151 MURRAY,WORCESTER,PRESTON ST,13-Aug-15,1
1317,375 FRANKLIN,WORCESTER,,13-Aug-15,1
1318,19 HINGHAM,CAMBRIDGE,,14-Aug-15,2
1319,25 SOUTH,HOPKINTON,,18-Aug-15,2
1320,45 FLAGG,WORCESTER,GASKILL RD,15-Oct-15,2
1321,34 HANCOCK,CAMBRIDGE,GREEN ST,14-Aug-15,1
1322,THOMAS HILL,MILLBURY,ALDRICH RD,15-Aug-15,2
1323,86 BEDFORD,NEW BEDFORD,GREEN ST,15-Aug-15,2
1324,MILL,FAIRHAVEN,,19-Aug-15,2
1325,634 GRAFTON,WORCESTER,WARNER AVE,15-Sep-15,2
1326,110 BROOK,FRAMINGHAM,,23-Oct-15,2
1327,20 MACOMBER,NEW BEDFORD,,15-Aug-15,2
1328,WALTHAM,MAYNARD,@ GARFIELD ST,19-Aug-15,2
1329,380 CEDAR,DEDHAM,KIMBALL ST,17-Aug-15,1
1330,133 LAUREL,FAIRHAVEN,,17-Aug-15,1
1331,302 PROVIDENCE,GRAFTON,SUMMERFIELD DR,17-Aug-15,1
1332,81 SUMMER,HYDE PARK,,17-Aug-15,1
1333,311 COLLETTE,NEW BEDFORD,,17-Aug-15,2
1334,49 TAMPA,WORCESTER,,17-Aug-15,1
1335,143 HOLDEN,WORCESTER,,17-Aug-15,1
1336,57 PARADOX,WORCESTER,WRENTHAM RD,11-Sep-15,2
1337,OPP 540 GROVE,WORCESTER,FOREST ST,20-Oct-15,2
1338,42 RANSOM,FRAMINGHAM,FOUNTAIN ST,17-Nov-15,2
1339,217 ROCKLAND,DARTMOUTH,,18-Aug-15,2
1340,33 FLAGG,WORCESTER,RITTENHOUSE RD,11-Sep-15,2
1341,23-25 PARKDALE,SOMERVILLE,WASHINGTON ST,21-Nov-15,2
1342,35 GRAFTON COMMON,GRAFTON,SOUTH ST,3-Dec-15,2
1343,374 BROADWAY,CAMBRIDGE,LEE ST,9-Dec-15,2
1344,7 NEIL,MARLBORO,,19-Aug-15,1
1345,106 WASHINGTON,NEW BEDFORD,,20-Aug-15,2
1346,104 BEAUFORT,NEEDHAM,ARDEN ST,27-Aug-15,2
1347,42371 FRANCES,NATICK,SPPEN ST,14-Sep-15,2
1348,5 BOWEN,WEST BOYLSTON,,29-Sep-15,2
1349,24 BOSTON,SOMERVILLE,,27-Oct-15,2
1350,6 WELLINGTON,FRAMINGHAM,@ HERBERT ST,20-Nov-15,2
1351,51 MARKED TREE,NEEDHAM,,30-Nov-15,2
1352,38 TEMPLE,FRAMINGHAM,,20-Aug-15,1
1353,66 ELM,WORCESTER,WEST ST,20-Aug-15,1
1354,62-64 FLETCHER,NORTHBRIDGE,,31-Aug-15,2
1355,32 PARKER,FRAMINGHAM,,21-Aug-15,2
1356,5 CAPE,MILFORD,,21-Aug-15,2
1357,92 CARROLL,NEW BEDFORD,,21-Aug-15,2
1358,GREAT PLAIN,NEEDHAM,,26-Aug-15,2
1359,WEBSTER,NEEDHAM,,2-Sep-15,2
1360,FARADAY,WORCESTER,@ LANCASTER ST,28-Sep-15,2
1361,75 NEIL,MARLBORO,GARFIELD ST,17-Oct-15,2
1362,107 NEIL,MARLBORO,VALLEY ST,17-Oct-15,2
1363,47-49 WOODS,SOMERVILLE,,17-Oct-15,2
1364,24 PRINCETON,SOMERVILLE,,3-Nov-15,2
1365,201 HOLLAND,SOMERVILLE,,7-Nov-15,2
1366,SOMERVILLE,SOMERVILLE,,23-Nov-15,2
1367,WINTER,FRAMINGHAM,@ MAYHEW ST,3-Dec-15,2
1368,35 HOUSATONIC,WORCESTER,,23-Aug-15,1
1369,12 BEXLEY,HUDSON,,1-Sep-15,2
1370,270 THIRD,CAMBRIDGE,ROGERS ST,24-Aug-15,1
1371,74 WASHINGTON,MARLBORO,MCENELLY ST,24-Aug-15,1
1372,41 HILLCROFT,WORCESTER,KING PHILLIP RD,24-Aug-15,1
1373,10 LAUREL,HUDSON,GLEN RD,25-Aug-15,2
1374,4 FORT MEADOW,HUDSON,MARLBORO ST,5-Oct-15,2
1375,95-97 HOWARD,CAMBRIDGE,KINNAIRD ST,24-Nov-15,2
1376,52 SILVER HILL,MILFORD,VILLAGE CIR,25-Aug-15,1
1377,335 MAIN,MILFORD,,25-Aug-15,1
1378,12 WHITTIER,NATICK,WORCESTER ST,25-Aug-15,1
1379,461 GROVE,NEEDHAM,,25-Aug-15,1
1380,26 ADAMS,NEW BEDFORD,,25-Aug-15,2
1381,21 GLENDALE,WORCESTER,REBBOLI CT,11-Sep-15,2
1382,7 WHITTIER,NATICK,BROWNING RD,22-Sep-15,2
1383,403 WEST CLINTON,NEW BEDFORD,ROUNDS ST,24-Sep-15,2
1384,58 GLENDALE,WORCESTER,CHICOPEE ST,3-Oct-15,2
1385,MAPLE,CAMBRIDGE,@ MARIE AVE,24-Nov-15,2
1386,1172 HYDE PARK,HYDE PARK,,2-Dec-15,2
1387,33 MAIN,FRAMINGHAM,,26-Aug-15,1
1388,28 CHITTICK,HYDE PARK,,26-Aug-15,1
1389,FARM,MARLBORO,@ HELEN DR,26-Aug-15,1
1390,234 OAK,NATICK,HICKORY RD,26-Aug-15,2
1391,7 PLEASANT,NATICK,,26-Aug-15,1
1392,42687 FOREST,NORTHBRIDGE,MAIN ST,26-Aug-15,2
1393,117 CEDAR,DEDHAM,LINCOLN ST,27-Aug-15,2
1394,OPP 335 PLANTATION,WORCESTER,PLANTATION TER,27-Aug-15,2
1395,62 FLETCHER,NORTHBRIDGE,ELM ST,31-Aug-15,2
1396,18 VINCENT,GRAFTON,,6-Oct-15,2
1397,252 BOSTON,SHREWSBURY,,6-Oct-15,2
1398,74-78 WASHINGTON,SHREWSBURY,,9-Oct-15,2
1399,1 LINCOLN,GRAFTON,,20-Oct-15,2
1400,168 RIDGE,MARLBORO,LODI RD,20-Nov-15,2
1401,7 MAIN,FRAMINGHAM,GRANITE ST,27-Aug-15,1
1402,8 LAKE,NATICK,,27-Aug-15,1
1403,35 OTIS,NEEDHAM,WOODLAWN AVE,27-Aug-15,1
1404,324 PLEASANT,NEW BEDFORD,,27-Aug-15,2
1405,26 STEBBINS,WORCESTER,,27-Aug-15,1
1406,50 LELAND,ASHLAND,,28-Aug-15,1
1407,OPP 27 DANE,SOMERVILLE,LELAND ST,10-Nov-15,2
1408,57 WILLIAMS,UPTON,DAIRY DR,27-Nov-15,2
1409,33-35 TREMONT,MAYNARD,WILDER ST,7-Dec-15,2
1410,23 LINDEN,HUDSON,,28-Aug-15,1
1411,43 WILLIAMS,HYDE PARK,FLORAL PL,28-Aug-15,1
1412,359 COGGESHALL,NEW BEDFORD,ASHLEY BLVD,28-Aug-15,1
1413,757 BOSTON,SHREWSBURY,,28-Aug-15,2
1414,FARM,MARLBORO,@ PHEASANT HILL RD,13-Sep-15,2
1415,24 NOBEL,DEDHAM,SPRAGUE ST,3-Oct-15,2
1416,48 CEDAR,WORCESTER,,20-Oct-15,2
1417,18 PLYMOUTH,NEW BEDFORD,,5-Nov-15,2
1418,SURREY,FRAMINGHAM,@ DONCASTER DR,17-Dec-15,2
1419,341R STATE,DARTMOUTH,,29-Aug-15,1
1420,10 SUNRISE,GRAFTON,SPANISH RIVER RD,29-Aug-15,1
1421,18-20 GOLD STAR,CAMBRIDGE,,31-Aug-15,1
1422,100 HEYWOOD,WORCESTER,,31-Aug-15,1
1423,74 ESSEX,MARLBORO,,2-Sep-15,2
1424,14 ELMWOOD,MILLBURY,W. MAIN ST,13-Oct-15,2
1425,BELMONT,WORCESTER,@ CARVER ST        SCHOOL,18-Nov-15,2
1426,225 EAST,DEDHAM,,1-Sep-15,2
1427,3 MAPLE,FRAMINGHAM,,1-Sep-15,1
1428,35 SALEM END,FRAMINGHAM,,1-Sep-15,1
1429,38B SECOND,FRAMINGHAM,,1-Sep-15,1
1430,16 TIMBER LEDGE,HOLLISTON,,1-Sep-15,1
1431,16 TIMBER LEDGE,HOLLISTON,,1-Sep-15,2
1432,60 EUGENIA,NEW BEDFORD,,1-Sep-15,2
1433,105 BUMBLE BEE,SHREWSBURY,,1-Sep-15,2
1434,BELMONT,WORCESTER,@ CARVER ST,1-Sep-15,1
1435,10 NEW BOND,WORCESTER,W. BOYLSTON ST,1-Sep-15,1
1436,19-21 GOLD STAR ROAD,CAMBRIDGE,,2-Sep-15,2
1437,120 LOVELL,WORCESTER,MAYWOOD ST,2-Sep-15,1
1438,2B KNOX,WORCESTER,WEBSTER ST,12-Sep-15,2
1439,RUSSEL,UPTON,@ MAIN ST,30-Nov-15,2
1440,148 MAIN,UPTON,GLEN AVE,30-Nov-15,2
1441,835 BROCK,NEW BEDFORD,DAVID ST,2-Sep-15,1
1442,208 HUDSON,NEW BEDFORD,,2-Sep-15,2
1443,173 EASTERN,WORCESTER,VINSON ST,2-Sep-15,1
1444,DOWNING,WORCESTER,@ 934 MAIN ST,21-Sep-15,2
1445,13 WHITNEY,UPTON,,29-Sep-15,2
1446,609 CHANDLER,WORCESTER,ATWATER ST,9-Dec-15,2
1447,2218 MASSACHUSETTS,CAMBRIDGE,ARLINGTON ST,10-Dec-15,2
1448,333 WEBSTER,SOMERVILLE,ELM ST,30-Dec-15,2
1449,56-58 ARLINGTON,NEW BEDFORD,,3-Sep-15,2
1450,AUTUMN,WORCESTER,@ WAYNE ST,3-Sep-15,1
1451,388 FRANKLIN,WORCESTER,,3-Sep-15,1
1452,375 FRANKLIN,WORCESTER,NORFOLK ST,25-Sep-15,2
1453,BROADWAY,SOMERVILLE,NEWBURY ST,24-Oct-15,2
1454,638 CHANDLER,WORCESTER,MILL ST,28-Oct-15,2
1455,520 CONCORD,FRAMINGHAM,HARTFORD ST,31-Oct-15,2
1456,673 CONCORD,FRAMINGHAM,CORREGIDOR RD,19-Nov-15,2
1457,PARK,WORCESTER,@ SALISBURY ST,21-Nov-15,2
1458,725 CONCORD,FRAMINGHAM,ABERDEEN RD,30-Nov-15,2
1459,40 PLEASANT,UPTON,MENDON ST,1-Dec-15,2
1460,579 CONCORD,FRAMINGHAM,BELVIDERE AVE,5-Dec-15,2
1461,615 CONCORD,FRAMINGHAM,GORMAN RD,23-Dec-15,2
1462,45 HAYES,CAMBRIDGE,HOWARD ST,4-Sep-15,1
1463,41 PLEASANT,CAMBRIDGE,RIVER ST,4-Sep-15,1
1464,236 WALDEN,CAMBRIDGE,SHERMAN ST,4-Sep-15,1
1465,97 WINTER,FRAMINGHAM,,4-Sep-15,1
1466,633 BRIGHAM,MARLBORO,,4-Sep-15,1
1467,WRIGHT,CAMBRIDGE,@ HUDSON ST,9-Sep-15,2
1468,4 BERKMANS,WORCESTER,BROWNELL ST,11-Sep-15,2
1469,12 BRETON,UPTON,,22-Sep-15,2
1470,7 NEW YORK,WORCESTER,,5-Sep-15,1
1471,223 BROADWAY,CAMBRIDGE,CLARKE ST,7-Dec-15,2
1472,FRESH POND,CAMBRIDGE,@ MEADOW WAY,28-Dec-15,2
1473,184 ROCKLAND,NEW BEDFORD,,6-Sep-15,1
1474,356 BRIDGE,DEDHAM,,8-Sep-15,1
1475,8 HIGHLAND,FAIRHAVEN,,8-Sep-15,2
1476,3 HARRISON,FRAMINGHAM,,8-Sep-15,2
1477,74 EMERSON,NEEDHAM,,10-Sep-15,2
1478,551 PLEASANT,WORCESTER,NORMAN AVE,16-Sep-15,2
1479,13 LILLIAN,CARVER,,9-Sep-15,2
1480,24 ONEIL,HUDSON,,9-Sep-15,1
1481,683 CHURCH,NEW BEDFORD,,9-Sep-15,1
1482,35 STANTON,WORCESTER,,9-Sep-15,1
1483,GREAT PLAIN,NEEDHAM,@ WEBSTER ST,11-Sep-15,2
1484,555 PLEASANT,WORCESTER,NORMAN AVE,16-Sep-15,2
1485,1 ELM,NORTHBRIDGE,,26-Oct-15,2
1486,209 COCHITUATE,FRAMINGHAM,@ WALSH ST,14-Dec-15,2
1487,8 CYPRESS,CAMBRIDGE,WALDEN ST,10-Sep-15,1
1488,107 ARLINGTON,FRAMINGHAM,,10-Sep-15,1
1489,66 COOLIDGE,NORTHBORO,,10-Sep-15,2
1490,8 WABASH,WORCESTER,,10-Sep-15,1
1491,35 VALLEY HILL,WORCESTER,VALLEY HILL LN,3-Oct-15,2
1492,136 HAYDEN ROWE,HOPKINTON,,22-Oct-15,2
1493,ROBBERN,HOPKINTON,,22-Oct-15,2
1494,6 HILLSIDE,FRAMINGHAM,,11-Sep-15,1
1495,170 PRESCOTT,WORCESTER,,11-Sep-15,1
1496,643 LINCOLN,WORCESTER,,12-Sep-15,1
1497,71 STRAFFORD,WESTWOOD,,15-Sep-15,2
1498,138 STATE,NEW BEDFORD,,6-Oct-15,2
1499,ARCADE,NORTHBRIDGE,,24-Oct-15,2
1500,50 VALENTINE,NEW BEDFORD,,12-Sep-15,1
1501,1212 WASHINGTON,HOLLISTON,,14-Sep-15,2
1502,50 BUTLER,MAYNARD,,21-Nov-15,2
1503,PLANTATION,WORCESTER,@ DIVISION ST,13-Sep-15,1
1504,HURON,CAMBRIDGE,CONCORD AVE,14-Sep-15,1
1505,363 CEDAR,NEW BEDFORD,@ WILLOW ST,14-Sep-15,2
1506,MILTON,DARTMOUTH,HOLLAND ST,15-Sep-15,2
1507,275 BATES,NEW BEDFORD,ASHLEY BLVD,15-Sep-15,1
1508,SCHOOL,SOMERVILLE,@ MONTROSE ST,15-Sep-15,1
1509,138 ENDICOTT,WORCESTER,VERNON ST,15-Sep-15,1
1510,19 WESTMORLAND,WORCESTER,WEDGEWOOD RD,26-Sep-15,2
1511,NORTH,SOMERVILLE,@ GORDON ST,14-Nov-15,2
1512,3 FRANCES,NATICK,,16-Sep-15,1
1513,WILLOW,NEW BEDFORD,@ CEDAR ST,16-Sep-15,2
1514,180 WESTERN,SHERBORN,PLEASANT ST,16-Sep-15,1
1515,634 GRAFTON,WORCESTER,WARNER AVE,16-Sep-15,1
1516,46 LODGEHILL,HYDE PARK,,17-Sep-15,2
1517,115 WILSHIRE,NEEDHAM,,18-Sep-15,2
1518,141 HOLLINGSWORTH,HYDE PARK,,3-Oct-15,2
1519,17 WEDGEWOOD,WORCESTER,TARRYTOWN LN,3-Oct-15,2
1520,6 WOODWARD,FRAMINGHAM,HASTINGS ST,17-Oct-15,2
1521,9 WOODWARD,FRAMINGHAM,HASTINGS ST,17-Oct-15,2
1522,48 PAGE FARM,SHERBORN,,4-Nov-15,2
1523,LINWOOD,SOMERVILLE,POPLAR ST,25-Nov-15,2
1524,3 EDWIDGE,WORCESTER,PLEASANT ST,17-Sep-15,1
1525,MERRICK,WORCESTER,PLEASANT ST,17-Sep-15,1
1526,285 LAKE,WORCESTER,,17-Sep-15,1
1527,COUNTY,NEW BEDFORD,@ COVE RD,18-Sep-15,2
1528,67 MOUNT HOPE,DEDHAM,COBB LN,21-Sep-15,2
1529,79 BEACON,FRAMINGHAM,COCHITUATE RD,7-Oct-15,2
1530,147 BEACON,FRAMINGHAM,CAVANAUGH  RD,17-Oct-15,2
1531,165 BEACON,FRAMINGHAM,MORSE RD,17-Oct-15,2
1532,255 GARDEN,CAMBRIDGE,FIELD ST,20-Oct-15,2
1533,10 CUTTING,WORCESTER,GRANVILLE AVE,20-Oct-15,2
1534,34 FELTON,HUDSON,PLEASANT ST,21-Oct-15,2
1535,37 PACKARD,HUDSON,WILSON ST,21-Oct-15,2
1536,WHITMAN,NEW BEDFORD,@ ASHLEY BLVD,6-Nov-15,2
1537,POWDER HOUSE,SOMERVILLE,@ 62 CURTIS ST,14-Nov-15,2
1538,211-213 EAST,DEDHAM,BROOKDALE RD,18-Sep-15,1
1539,77 ESSEX,MARLBORO,,18-Sep-15,2
1540,OTSEGO,WORCESTER,@ FENIMORE RD,18-Sep-15,1
1541,9 WARD,SHERBORN,,16-Oct-15,2
1542,30 ROSE,FRAMINGHAM,OAKCREST DR,26-Oct-15,2
1543,32 OAK CREST,FRAMINGHAM,ROSE LN,27-Oct-15,2
1544,42560 MILLSTONE,SHERBORN,,30-Oct-15,2
1545,7 MAIN,FRAMINGHAM,,21-Sep-15,1
1546,7 DOVER,HUDSON,AVON DR,19-Oct-15,2
1547,35 FAIRHAVEN,MATTAPOISETT,WILDWOOD TER,27-Oct-15,2
1548,49 MAIN,MATTAPOISETT,COUNTY RD,22-Sep-15,1
1549,21 FILMORE,PLYMOUTH,,22-Sep-15,1
1550,11 TANAGER,SHREWSBURY,KINGLET DR,7-Oct-15,2
1551,94 HOWE,SHREWSBURY,,16-Oct-15,2
1552,117 MAIN,SHREWSBURY,STATE ST,19-Oct-15,2
1553,12 CUNNINGHAM,FRAMINGHAM,,22-Oct-15,2
1554,9 GREENDALE,MARLBORO,,23-Sep-15,1
1555,692 CHURCH,NEW BEDFORD,LYNN ST,23-Sep-15,1
1556,104 LOCUST,NEW BEDFORD,,23-Sep-15,2
1557,SOUTH QUINSIGAMOND,SHREWSBURY,,23-Sep-15,2
1558,38 CURTIS,WESTWOOD,CONNORS ST,24-Sep-15,2
1559,CENTRAL,SOMERVILLE,@ AVON ST,25-Sep-15,2
1560,DEAN,WESTWOOD,@ WEBSTER ST,1-Oct-15,2
1561,60 BERKELEY,SOMERVILLE,CENTRE ST,16-Nov-15,2
1562,49 MAIN,MATTAPOISETT,COUNTY RD,24-Nov-15,2
1563,FAYERWEATHER,CAMBRIDGE,AT CONCORD AVE,24-Sep-15,1
1564,17 DRISCOLL,FRAMINGHAM,ELM ST,24-Sep-15,1
1565,91 ROCKDALE,NEW BEDFORD,,24-Sep-15,1
1566,89 LAKE,SHREWSBURY,,24-Sep-15,2
1567,84 LOVELL,WORCESTER,SPAULDING ST,24-Sep-15,1
1568,345 BRIGHAM,MARLBORO,DESIMONE DR,9-Nov-15,2
1569,100 PROSPECT,SOMERVILLE,OAK ST,12-Dec-15,2
1570,75-81 HORNE,MILLBURY,,25-Sep-15,1
1571,167 MAIN,NORTHBORO,,25-Sep-15,2
1572,112 GROVE,WORCESTER,LANCASTER ST,29-Sep-15,2
1573,8 PROVIDENCE,SUTTON,DEPOT ST,26-Sep-15,1
1574,6 FARNUM,WORCESTER,,26-Sep-15,1
1575,19 JORDAN,SHREWSBURY,,1-Oct-15,2
1576,11 OAKLAND,SHREWSBURY,,27-Sep-15,2
1577,41-47 BEACON,FRAMINGHAM,COCHITUATE RD,28-Sep-15,1
1578,47.5 WEST MILTON,HYDE PARK,,28-Sep-15,1
1579,110 MEADOW,HYDE PARK,,28-Sep-15,1
1580,255 EVELINA,MARLBORO,BIGELOW ST,28-Sep-15,1
1581,10 NORFOLK,NEEDHAM,,28-Sep-15,1
1582,SIMPSON,SOMERVILLE,@ CADY AVE,28-Sep-15,1
1583,21 LEE,NEEDHAM,GARY RD,29-Sep-15,2
1584,51 BEACON,FRAMINGHAM,@ COCHITUATE RD,1-Oct-15,2
1585,10 ANGELA,SHREWSBURY,MAURY LN,17-Oct-15,2
1586,14 ELLERY,CAMBRIDGE,BROADWAY,29-Sep-15,1
1587,10 NORTH,MILFORD,,29-Sep-15,1
1588,JASON,NEW BEDFORD,@ CRAPO ST,29-Sep-15,2
1589,101 SYCAMORE,NEW BEDFORD,SPRUCE ST,29-Sep-15,2
1590,720 BROADWAY,SOMERVILLE,WILLOW AVE,29-Sep-15,1
1591,189 PLYMOUTH,NEW BEDFORD,BURNS ST,1-Oct-15,2
1592,103 BEACON,SOMERVILLE,BEACON PL,13-Oct-15,2
1593,40 HANCOCK,SOMERVILLE,ELM ST,14-Oct-15,2
1594,127-129 MAXFIELD,NEW BEDFORD,STATE ST,21-Oct-15,2
1595,401 MAIN,SHREWSBURY,,4-Nov-15,2
1596,35 NEWTON,FRAMINGHAM,@ DAY HILL RD,16-Nov-15,2
1597,40 GLEASON,FRAMINGHAM,KING ST,17-Dec-15,2
1598,1517 COVE,NEW BEDFORD,,30-Sep-15,1
1599,25 MAIN,SOUTHBORO,,30-Sep-15,1
1600,191-193 MAPLE,NEEDHAM,,15-Oct-15,2
