TOWN,STATE,ADDRESS,INTERSECTING STREET,DATE REPAIRED,LEAK GRADE,NOTE
NEW BEDFORD,MA,67 FOREST,,3/27/2016,1,
NEW BEDFORD,MA,67 FOSTER,,3/22/2016,2,
NEW BEDFORD,MA,67 MOUNT VERNON,,9/6/2016,2,
NEW BEDFORD,MA,675 COUNTY,,8/16/2016,2,
NEW BEDFORD,MA,69 LONG VIEW,,8/12/2016,2,
NEW BEDFORD,MA,70 COTTAGE,,11/30/2016,1,
NEW BEDFORD,MA,70 EUGENIA,,1/26/2016,1,
NEW BEDFORD,MA,70 LOMBARD,,3/8/2016,2,
NEW BEDFORD,MA,70 WALDEN,,7/5/2016,2,
NEW BEDFORD,MA,72 WALDEN,,2/17/2016,2,
NEW BEDFORD,MA,73 ELAINE,,3/25/2016,1,
NEW BEDFORD,MA,760-762 COUNTY,,7/1/2016,2,
NEW BEDFORD,MA,77 BULLARD,,11/2/2016,2,
NEW BEDFORD,MA,77 CALUMET,,1/7/2016,2,
NEW BEDFORD,MA,772 COUNTY,,7/1/2016,2,
NEW BEDFORD,MA,784 ROCKDALE,,6/11/2016,1,
NEW BEDFORD,MA,8 SPOONER,,5/6/2016,1,
NEW BEDFORD,MA,8 SPOONER,,6/7/2016,2,
NEW BEDFORD,MA,80 OAKLAND,,10/4/2016,2,
NEW BEDFORD,MA,809 HATHAWAY,,1/28/2016,1,
NEW BEDFORD,MA,867 ROCKDALE,,9/8/2016,2,
NEW BEDFORD,MA,87 PLYMOUTH,,1/8/2016,2,
NEW BEDFORD,MA,87 PLYMOUTH,,7/22/2016,2,
NEW BEDFORD,MA,9 WASHINGTON,,4/21/2016,2,
NEW BEDFORD,MA,92 WALDEN,,6/30/2016,2,
NEW BEDFORD,MA,950 TARKILN HILL,,12/13/2016,2,
NEW BEDFORD,MA,951 BROCK,,3/6/2016,1,
NEW BEDFORD,MA,951 BROCK,,3/10/2016,1,
NEW BEDFORD,MA,981 LLOYD,,2/16/2016,3,
NEW BEDFORD,MA,981 LLOYD,,2/16/2016,2,
NEW BEDFORD,MA,991 HOMESTEAD,,2/25/2016,1,
NEW BEDFORD,MA,BLDG #160 FAIRMOUNT,,3/23/2016,2,
NEW BEDFORD,MA,OPP 60 MERRIMAC,,12/15/2016,2,
NORTHBORO,MA,24 MORSE,,12/14/2016,2,
NORTHBORO,MA,31 HAMILTON,,12/13/2016,2,
NORTHBORO,MA,356 WHITNEY,,4/10/2016,1,
NORTHBORO,MA,49 LONGFELLOW,,6/13/2016,2,
NORTHBORO,MA,6 LEXINGTON,,12/13/2016,2,
NORTHBORO,MA,71 LYMAN,,7/26/2016,1,
NORTHBORO,MA,UNIT 16 COUNTRY CANDLE,,2/5/2016,2,
NORTHBRIDGE,MA,100-102 COTTAGE,,8/5/2016,1,
NORTHBRIDGE,MA,109 EAST,,11/17/2016,2,
NORTHBRIDGE,MA,180-186 CHURCH,,3/9/2016,1,
NORTHBRIDGE,MA,50-60 D,,5/27/2016,1,
NORTHBRIDGE,MA,529 CHURCH,,5/17/2016,1,
NORTHBRIDGE,MA,63 SCHOOL,,6/21/2016,2,
PLYMOUTH,MA,1-3 LAFAYETTE,,11/3/2016,1,
PLYMOUTH,MA,108 WATER,,1/22/2016,1,
PLYMOUTH,MA,11 FULTON,,5/26/2016,2,
PLYMOUTH,MA,14 SAVERY,,6/14/2016,2,
PLYMOUTH,MA,188 COURT,,2/2/2016,1,
PLYMOUTH,MA,2 BRUCE,,6/22/2016,1,
PLYMOUTH,MA,22 CENTENNIAL,,4/29/2016,2,
PLYMOUTH,MA,3 VILLAGE,,4/8/2016,1,
PLYMOUTH,MA,32 MANTERS POINT,,1/17/2016,1,
PLYMOUTH,MA,41 SOUTH,,6/30/2016,2,
PLYMOUTH,MA,53 RUSSELL,,5/23/2016,2,
PLYMOUTH,MA,54 GRANDVIEW,,4/11/2016,2,
PLYMOUTH,MA,6 WEST,,11/28/2016,2,
PLYMOUTH,MA,6-8 SHAW,,2/17/2016,1,
PLYMOUTH,MA,7 LOTHROP,,12/8/2016,1,
PLYMOUTH,MA,73 FLINT LOCKE,,10/28/2016,1,
PLYMOUTH,MA,73 FLINT LOCKE,,11/7/2016,1,
PLYMOUTH,MA,8 CHADWICK,,10/27/2016,1,
PLYMOUTH,MA,81 COLONIAL,,6/1/2016,1,
SHERBORN,MA,244 WESTERN,,8/30/2016,1,
SHREWSBURY,MA,11 COUNTRY,,3/31/2016,1,
SHREWSBURY,MA,11 OAKLAND,,10/8/2016,2,
SHREWSBURY,MA,11 OAKLAND,,12/26/2016,1,
SHREWSBURY,MA,11 POWER,,1/8/2016,2,
SHREWSBURY,MA,11A EK,,1/9/2016,1,
SHREWSBURY,MA,12 HICKORY BEND,,10/14/2016,2,
SHREWSBURY,MA,175 BOSTON,,3/3/2016,2,
SHREWSBURY,MA,19 JORDAN,,3/16/2016,2,
SHREWSBURY,MA,20 OAKLAND,,11/29/2016,1,
SHREWSBURY,MA,22 PROSPECT,,3/11/2016,2,
SHREWSBURY,MA,22 PROSPECT,,3/11/2016,2,
SHREWSBURY,MA,25 STONY-BROOK,,5/6/2016,2,
SHREWSBURY,MA,26 OAKLAND,,12/7/2016,2,
SHREWSBURY,MA,26 SAXON,,4/1/2016,2,
SHREWSBURY,MA,28 SIAS,,1/20/2016,2,
SHREWSBURY,MA,3 WALNUT,,1/8/2016,2,
SHREWSBURY,MA,31 RAWSON HILL,,5/19/2016,1,
SHREWSBURY,MA,33 EDGEWATER,,8/1/2016,1,
SHREWSBURY,MA,35 RAWSON HILL,,4/16/2016,2,
SHREWSBURY,MA,4 BETHS,,2/18/2016,2,
SHREWSBURY,MA,4 BETHS,,2/18/2016,1,
SHREWSBURY,MA,40 MAURY,,9/9/2016,2,
SHREWSBURY,MA,40 OAKLAND,,12/29/2016,1,
SHREWSBURY,MA,44 OAKLAND,,12/8/2016,1,
SHREWSBURY,MA,45 KINGLET,,11/29/2016,2,
SHREWSBURY,MA,5 JORDAN,,8/22/2016,1,
SHREWSBURY,MA,5 VALLEY FORGE,,10/4/2016,2,
SHREWSBURY,MA,501 OAK,,6/10/2016,1,
SHREWSBURY,MA,53 ARROWWOOD,,9/8/2016,2,
SHREWSBURY,MA,6 PHEASANT HILL,,1/6/2016,2,
SHREWSBURY,MA,60-62 ELM,,4/15/2016,1,
SHREWSBURY,MA,609 MAIN,,10/18/2016,2,
SHREWSBURY,MA,632 LAKE,,12/2/2016,2,
SHREWSBURY,MA,65 ELM,,1/15/2016,2,
SHREWSBURY,MA,679 SOUTH,,6/6/2016,2,
SHREWSBURY,MA,70 CLINTON,,1/3/2016,1,
SHREWSBURY,MA,82 HOWE,,9/24/2016,2,
SOMERVILLE,MA, UNION,,4/14/2016,2,
SOMERVILLE,MA,10 CHERRY,,3/11/2016,1,
SOMERVILLE,MA,10 WARD,,11/9/2016,1,
SOMERVILLE,MA,110 BOSTON,,10/26/2016,2,
SOMERVILLE,MA,14 CALVIN,,3/31/2016,2,
SOMERVILLE,MA,14 LAUREL,,9/14/2016,1,
SOMERVILLE,MA,14 MANSFIELD,,1/22/2016,1,
SOMERVILLE,MA,14-18 WALDO,,9/2/2016,1,
SOMERVILLE,MA,15 MUNROE,,3/30/2016,2,
SOMERVILLE,MA,15 UNION,,6/6/2016,2,
SOMERVILLE,MA,151 BEACON,,11/14/2016,1,
SOMERVILLE,MA,151 HUDSON,,8/5/2016,2,
SOMERVILLE,MA,153 BEACON,,11/14/2016,1,
SOMERVILLE,MA,15A ELM,,9/15/2016,1,
SOMERVILLE,MA,16 WINTER,,3/18/2016,1,
SOMERVILLE,MA,161 BEACON,,10/12/2016,1,
SOMERVILLE,MA,164 ELM,,11/21/2016,2,
SOMERVILLE,MA,166 ELM,,11/18/2016,1,
SOMERVILLE,MA,18 GREENE,,9/2/2016,1,
SOMERVILLE,MA,181 WASHINGTON,,9/7/2016,1,
SOMERVILLE,MA,19 ELM,,9/19/2016,1,
SOMERVILLE,MA,231 SOMERVILLE,,11/4/2016,1,
SOMERVILLE,MA,25 CEDAR,,10/24/2016,1,
SOMERVILLE,MA,25 WARD,,12/13/2016,2,
SOMERVILLE,MA,263 POWDER HOUSE,,11/26/2016,2,
SOMERVILLE,MA,282 SUMMER,,8/24/2016,2,
SOMERVILLE,MA,29 ELM,,9/27/2016,2,
SOMERVILLE,MA,30 ELM,,7/18/2016,1,
SOMERVILLE,MA,32 CHERRY,,12/22/2016,1,
SOMERVILLE,MA,32-34 SAINT JAMES,,2/26/2016,2,
SOMERVILLE,MA,36 OAK,,6/16/2016,2,
SOMERVILLE,MA,36 SUMMER,,11/28/2016,1,
SOMERVILLE,MA,39 CEDAR,,12/9/2016,1,
SOMERVILLE,MA,399 HIGHLAND,,10/31/2016,1,
SOMERVILLE,MA,40 BOW,,11/16/2016,2,
SOMERVILLE,MA,40 HANCOCK,,11/23/2016,3,
SOMERVILLE,MA,48 WOODS,,11/18/2016,1,
SOMERVILLE,MA,51 CEDAR,,11/29/2016,1,
SOMERVILLE,MA,51 HOLYOKE,,8/24/2016,1,
SOMERVILLE,MA,63 WEBSTER,,2/13/2016,1,
SOMERVILLE,MA,64 UNION,,4/27/2016,2,
SOMERVILLE,MA,70 CRAIGIE,,6/22/2016,1,
SOMERVILLE,MA,80 WINSLOW,,12/19/2016,2,
SOMERVILLE,MA,9 CEDAR,,10/21/2016,1,
SOMERVILLE,MA,OPP 278 BEACON,,8/18/2016,2,
SOMERVILLE,MA,OPP 44 PITMAN,,1/29/2016,1,
SOMERVILLE,MA,OPP 50-52 BEACON,,12/27/2016,2,
SOUTHBOROUGH,MA,1 MAPLECREST,,1/23/2016,1,
SOUTHBOROUGH,MA,1 WOLFPEN,,2/16/2016,2,
SOUTHBOROUGH,MA,15 GENERAL HENRY,,5/12/2016,1,
SOUTHBOROUGH,MA,63-65 TURNPIKE,,8/18/2016,1,
SOUTHBOROUGH,MA,8 MITCHELL,,12/13/2016,2,
SOUTHBOROUGH,MA,9 JOHN,,12/19/2016,2,
STOW,MA,206 GLEASONDALE,,3/31/2016,2,
STOW,MA,26 HIGH,,1/22/2016,1,
STOW,MA,524 GLEASONDALE,,2/12/2016,2,
STOW,MA,80 GLEASONDALE,,11/28/2016,2,
SUTTON,MA,11 DEPOT,,3/17/2016,2,
UPTON,MA,16 NELSON,,12/6/2016,1,
UPTON,MA,16 ROCKWOOD,,11/17/2016,2,
UPTON,MA,162 MAIN,,12/3/2016,2,
UPTON,MA,162 MAIN,,12/3/2016,3,
UPTON,MA,32 WILLIAMS,,3/8/2016,2,
UPTON,MA,35 ROCKWOOD,,10/17/2016,2,
UPTON,MA,74 MAIN,,6/26/2016,1,
UPTON,MA,LOT #16 DOGWOOD,,5/24/2016,2,
UXBRIDGE,MA,12 CHURCH,,3/16/2016,1,
UXBRIDGE,MA,24 EAST HARTFORD,,4/28/2016,2,
UXBRIDGE,MA,26 TALBOT,,11/18/2016,2,
UXBRIDGE,MA,29 EAST HARTFORD,,1/29/2016,2,
UXBRIDGE,MA,39 HIGH,,4/20/2016,1,
UXBRIDGE,MA,53 SOUTH MAIN,,4/22/2016,1,
WEST BOYLSTON,MA,158 WOODLAND,,3/1/2016,1,
WEST BOYLSTON,MA,184 WEST BOYLSTON,,3/7/2016,2,
WEST BOYLSTON,MA,243 LANCASTER,,1/22/2016,1,
WEST BOYLSTON,MA,351 LANCASTER,,9/29/2016,2,
WEST BOYLSTON,MA,351 LANCASTER,,9/29/2016,2,
WEST BOYLSTON,MA,41 PROSPECT,,1/11/2016,2,
WEST BOYLSTON,MA,44-46 WORCESTER,,7/28/2016,1,
WEST BOYLSTON,MA,472 PROSPECT,,11/17/2016,1,
WEST BOYLSTON,MA,5 BOWEN,,5/31/2016,2,
WEST BOYLSTON,MA,501 PROSPECT,,10/2/2016,1,
WEST BOYLSTON,MA,77 PIERCE,,3/3/2016,1,
WEST BOYLSTON,MA,8 WORCESTER,,12/16/2016,1,
WEST BOYLSTON,MA,96 PIERCE,,7/18/2016,1,
WEST BOYLSTON,MA,96 TEMPLE,,11/2/2016,1,
WESTBOROUGH,MA, HOWES,,4/12/2016,1,
WESTBOROUGH,MA,1 HIGH,,2/11/2016,2,
WESTBOROUGH,MA,111 FISHER,,8/3/2016,1,
WESTBOROUGH,MA,12 HUNDREDS,,3/8/2016,1,
WESTBOROUGH,MA,126 MILK,,2/24/2016,2,
WESTBOROUGH,MA,139 TURNPIKE,,1/27/2016,1,
WESTBOROUGH,MA,139 TURNPIKE,,1/27/2016,2,
WESTBOROUGH,MA,14 GREEN,,3/23/2016,2,
WESTBOROUGH,MA,155 MILK,,3/7/2016,2,
WESTBOROUGH,MA,163 WEST MAIN,,10/15/2016,2,
WESTBOROUGH,MA,17 OVERLOOK,,2/16/2016,2,
WESTBOROUGH,MA,187 TURNPIKE,,12/7/2016,2,
WESTBOROUGH,MA,2 PROSPECT,,1/14/2016,1,
WESTBOROUGH,MA,2 PROSPECT,,2/2/2016,2,
WESTBOROUGH,MA,201 TURNPIKE,,8/25/2016,2,
WESTBOROUGH,MA,6 BEACH,,3/16/2016,1,
WESTBOROUGH,MA,8 CHARLES,,12/21/2016,2,
WESTBOROUGH,MA,81 EAST MAIN,,5/27/2016,2,
WESTBOROUGH,MA,83 MILK,,8/4/2016,1,
WESTBOROUGH,MA,94 EAST MAIN,,5/27/2016,2,
WESTWOOD,MA,116 PHILLIPS BROOKS,,3/1/2016,2,
WESTWOOD,MA,16 SOUTHWEST,,10/25/2016,2,
WESTWOOD,MA,178 ALDER,,12/28/2016,2,
WESTWOOD,MA,206 FORBES,,8/29/2016,2,
WESTWOOD,MA,25 HILLVIEW,,1/25/2016,2,
WESTWOOD,MA,25 HILLVIEW,,3/11/2016,2,
WESTWOOD,MA,34 SOUTHWEST,,2/19/2016,1,
WESTWOOD,MA,411 BOSTON,,8/2/2016,1,
WESTWOOD,MA,60 GLANDORE,,12/13/2016,2,
WESTWOOD,MA,71 WILLARD,,9/20/2016,2,
WESTWOOD,MA,75 BOSTON,,7/8/2016,2,
WESTWOOD,MA,77 WILLARD,,3/17/2016,2,
WESTWOOD,MA,77 WILLARD,,4/1/2016,2,
WESTWOOD,MA,85 PHILLIPS BROOKS,,5/17/2016,1,
WESTWOOD,MA,89 WILLARD,,3/2/2016,1,
WORCESTER,MA,52 WARD ST,,4/20/2016,1,
WORCESTER,MA, 72 BURNCOAT ST,,3/22/2016,2,
WORCESTER,MA, BURNCOAT,,12/10/2016,1,
WORCESTER,MA, CANTERBURY,,2/8/2016,1,
WORCESTER,MA,981 GRAFTON ST,,3/9/2016,2,
WORCESTER,MA,52 MASON ST,,7/21/2016,1,
WORCESTER,MA,1 BLUEHILL,,10/14/2016,2,
WORCESTER,MA,1 BLUEHILL,,12/19/2016,1,
WORCESTER,MA,1 BUCKLEY,,9/24/2016,2,
WORCESTER,MA,10 IRVING,,12/20/2016,1,
WORCESTER,MA,10 SPOFFORD,,5/17/2016,2,
WORCESTER,MA,10 TALLAWANDA,,3/10/2016,1,
WORCESTER,MA,10 WAMSUTTA,,12/27/2016,1,
WORCESTER,MA,1010 PLEASANT,,9/15/2016,2,
WORCESTER,MA,102 PLANTATION,,4/13/2016,1,
WORCESTER,MA,1021 LOCHWAN,,10/28/2016,2,
WORCESTER,MA,1038 MAIN,,11/28/2016,2,
WORCESTER,MA,105 BROOKLINE,,11/1/2016,1,
WORCESTER,MA,1066 PLEASANT,,2/29/2016,2,
WORCESTER,MA,11 ERNEST,,4/18/2016,1,
WORCESTER,MA,1130 PLEASANT,,8/16/2016,1,
WORCESTER,MA,114 JUNE,,12/8/2016,1,
WORCESTER,MA,116 BELMONT,,12/2/2016,2,
WORCESTER,MA,1180 MAIN,,11/18/2016,2,
WORCESTER,MA,1182 GRAFTON,,10/14/2016,1,
WORCESTER,MA,12 BAKER,,11/23/2016,2,
WORCESTER,MA,12 JUDSON,,12/27/2016,3,
WORCESTER,MA,12 ROBERTSON,,12/22/2016,1,
WORCESTER,MA,12 WALCOTT,,11/7/2016,1,
WORCESTER,MA,120 GODDARD,,11/9/2016,1,
WORCESTER,MA,121-125 MILLBURY,,9/23/2016,2,
WORCESTER,MA,124 WARNER,,4/6/2016,1,
WORCESTER,MA,125 ENDICOTT,,12/8/2016,3,
WORCESTER,MA,129 PROVIDENCE,,3/26/2016,1,
WORCESTER,MA,13-15 OSCEOLA,,2/9/2016,1,
WORCESTER,MA,131 AIRLIE,,5/30/2016,1,
WORCESTER,MA,132 ENDICOTT,,10/25/2016,2,
WORCESTER,MA,132 ENDICOTT,,12/13/2016,2,
WORCESTER,MA,136 GROVE,,11/26/2016,2,
WORCESTER,MA,138 RICHMOND,,3/11/2016,1,
WORCESTER,MA,14 ASHBURNHAM,,7/5/2016,1,
WORCESTER,MA,14 COMMODORE,,1/26/2016,2,
WORCESTER,MA,14 ERNEST,,8/24/2016,2,
WORCESTER,MA,14 FRATERNAL,,9/9/2016,2,
WORCESTER,MA,14 RUDOLPH,,10/21/2016,2,
WORCESTER,MA,14 SAFFRON,,9/20/2016,2,
WORCESTER,MA,140 CHANDLER,,11/28/2016,1,
WORCESTER,MA,141 GROVE,,3/11/2016,2,
WORCESTER,MA,143 BELMONT,,6/2/2016,1,
WORCESTER,MA,15 WESTBOROUGH,,12/27/2016,2,
WORCESTER,MA,150 BLACKSTONE RIVER,,12/9/2016,1,
WORCESTER,MA,157 VERNON,,10/21/2016,1,
WORCESTER,MA,159 CAMBRIDGE,,2/23/2016,1,
WORCESTER,MA,16 IDEAL,,2/23/2016,1,
WORCESTER,MA,16 LENOX,,8/13/2016,1,
WORCESTER,MA,16 MELROSE,,9/30/2016,1,
WORCESTER,MA,16 SCOTT,,1/26/2016,2,
WORCESTER,MA,160 FREMONT,,12/8/2016,2,
WORCESTER,MA,165 AUSTIN,,12/14/2016,1,
WORCESTER,MA,17 PAPINEAU,,6/14/2016,1,
WORCESTER,MA,170 WILDWOOD,,8/24/2016,2,
WORCESTER,MA,171 BELMONT,,6/10/2016,1,
WORCESTER,MA,177 CANTERBURY,,6/27/2016,1,
WORCESTER,MA,178 FREMONT,,3/15/2016,1,
WORCESTER,MA,18 BEECHMONT,,5/12/2016,1,
WORCESTER,MA,18 BEVERLY,,8/18/2016,1,
WORCESTER,MA,19 CONWAY,,12/8/2016,1,
WORCESTER,MA,19 MASON,,1/28/2016,2,
WORCESTER,MA,190 FREMONT,,3/15/2016,1,
WORCESTER,MA,195 MILL,,10/12/2016,1,
WORCESTER,MA,199 HIGHLAND,,11/26/2016,2,
WORCESTER,MA,1B PELHAM,,11/30/2016,2,
WORCESTER,MA,2 HIGHLAND,,12/30/2016,1,
WORCESTER,MA,2 NORWOOD,,7/18/2016,1,
WORCESTER,MA,2 RANDOLPH,,10/7/2016,1,
WORCESTER,MA,20 GROSVENOR,,9/30/2016,1,
WORCESTER,MA,20 JOLMA,,2/29/2016,1,
WORCESTER,MA,20 JOLMA,,2/29/2016,1,
WORCESTER,MA,20 TIVERTON,,3/3/2016,2,
WORCESTER,MA,20-24 TIVERTON,,11/7/2016,2,
WORCESTER,MA,208 MAY,,10/19/2016,1,
WORCESTER,MA,21 ADAMS,,2/12/2016,2,
WORCESTER,MA,21 IVES,,1/5/2016,1,
WORCESTER,MA,22 BERKMANS,,2/29/2016,1,
WORCESTER,MA,22 COLONIAL,,12/13/2016,2,
WORCESTER,MA,22 GRAMMONT,,2/29/2016,1,
WORCESTER,MA,22 MAXWELL,,2/26/2016,1,
WORCESTER,MA,23 DOWNING,,6/27/2016,1,
WORCESTER,MA,233 LAKE,,11/10/2016,1,
WORCESTER,MA,237 SAINT NICHOLAS,,2/10/2016,2,
WORCESTER,MA,237-241 LINCOLN,,12/22/2016,1,
WORCESTER,MA,238 SAINT NICHOLAS,,1/18/2016,2,
WORCESTER,MA,24 CREST,,10/31/2016,1,
WORCESTER,MA,24 LITCHFIELD,,9/20/2016,2,
WORCESTER,MA,243 CANTERBURY,,7/5/2016,1,
WORCESTER,MA,243 MILLBURY,,9/20/2016,2,
WORCESTER,MA,243-254 MILLBURY,,10/5/2016,1,
WORCESTER,MA,249 MILLBURY,,10/7/2016,1,
WORCESTER,MA,25 FORSBERG,,5/30/2016,2,
WORCESTER,MA,25 MONROE,,3/7/2016,2,
WORCESTER,MA,253-255 MILLBURY,,5/7/2016,1,
WORCESTER,MA,255 MILLBURY,,8/25/2016,1,
WORCESTER,MA,257 CHANDLER,,11/21/2016,1,
WORCESTER,MA,259 PARK,,1/8/2016,1,
WORCESTER,MA,26 JOHNSON,,3/9/2016,1,
WORCESTER,MA,26 SHAMROCK,,10/28/2016,2,
WORCESTER,MA,27 GRAND,,10/18/2016,1,
WORCESTER,MA,27 KENDALL,,12/28/2016,1,
WORCESTER,MA,27 MASSASOIT,,1/29/2016,2,
WORCESTER,MA,27 NEWBURY,,3/8/2016,1,
WORCESTER,MA,28 CASTINE,,7/4/2016,1,
WORCESTER,MA,28 CLIFTON,,7/13/2016,1,
WORCESTER,MA,28 CROWN,,11/29/2016,2,
WORCESTER,MA,28 FREDERICKSON,,1/20/2016,1,
WORCESTER,MA,280 MAY,,11/3/2016,2,
WORCESTER,MA,29 HULBERT,,8/23/2016,1,
WORCESTER,MA,29 LOVELL,,7/7/2016,1,
WORCESTER,MA,3 CLIFTON,,7/12/2016,1,
WORCESTER,MA,3 FLETCHER,,11/7/2016,2,
WORCESTER,MA,3 MOUNT HOPE,,12/19/2016,1,
WORCESTER,MA,30-32 MINTHORNE,,1/5/2016,1,
WORCESTER,MA,301 MAY,,6/16/2016,1,
WORCESTER,MA,306 BURNCOAT,,4/24/2016,1,
WORCESTER,MA,309 MILL,,6/10/2016,1,
WORCESTER,MA,33 CANTERBURY,,10/25/2016,2,
WORCESTER,MA,34 PARSONS HILL,,12/14/2016,1,
WORCESTER,MA,346 GREENWOOD,,4/8/2016,1,
WORCESTER,MA,35 1/2 COLUMBIA,,3/15/2016,1,
WORCESTER,MA,35 MASON,,8/25/2016,1,
WORCESTER,MA,35 MOWER,,7/5/2016,2,
WORCESTER,MA,35 ROLLINSON,,9/2/2016,2,
WORCESTER,MA,355 GRAFTON,,3/10/2016,1,
WORCESTER,MA,36 BRIERWAY,,10/27/2016,2,
WORCESTER,MA,36 LEDGECREST,,8/3/2016,1,
WORCESTER,MA,360 JUNE,,12/1/2016,1,
WORCESTER,MA,363 MILL,,7/11/2016,1,
WORCESTER,MA,364 WEST BOYLSTON,,4/18/2016,1,
WORCESTER,MA,364 WEST BOYLSTON,,6/1/2016,2,
WORCESTER,MA,370 JUNE,,12/19/2016,1,
WORCESTER,MA,38 FLAGG,,5/23/2016,1,
WORCESTER,MA,38 HUNTHURST,,7/26/2016,1,
WORCESTER,MA,381 HAMILTON,,8/31/2016,1,
WORCESTER,MA,388 JUNE,,6/20/2016,1,
WORCESTER,MA,388 JUNE,,11/8/2016,1,
WORCESTER,MA,39 LAMARTINE,,12/9/2016,1,
WORCESTER,MA,39 OAK,,6/27/2016,1,
WORCESTER,MA,390 MAY,,5/17/2016,1,
WORCESTER,MA,391 JUNE,,11/9/2016,1,
WORCESTER,MA,392 JUNE,,11/16/2016,1,
WORCESTER,MA,397 GROVE,,7/18/2016,1,
WORCESTER,MA,4 BUCKINGHAM,,2/16/2016,1,
WORCESTER,MA,4 REGENT,,5/31/2016,2,
WORCESTER,MA,4 TORY FORT,,10/20/2016,1,
WORCESTER,MA,4 WAPITI,,4/1/2016,1,
WORCESTER,MA,4-6 PERROT,,10/4/2016,2,
WORCESTER,MA,40 LAUREL,,7/20/2016,1,
WORCESTER,MA,40 NELSON,,4/1/2016,2,
WORCESTER,MA,401 PARK,,11/25/2016,2,
WORCESTER,MA,41 SUTTON,,1/28/2016,1,
WORCESTER,MA,418 MOWER,,6/1/2016,2,
WORCESTER,MA,43 GRAND,,10/19/2016,2,
WORCESTER,MA,456 CHANDLER,,7/10/2016,1,
WORCESTER,MA,466-470 PLEASANT,,12/10/2016,1,
WORCESTER,MA,47 ESTHER,,6/7/2016,1,
WORCESTER,MA,47 MIDLAND,,12/14/2016,1,
WORCESTER,MA,470 PARK,,12/7/2016,2,
WORCESTER,MA,470 PLEASANT,,10/27/2016,2,
WORCESTER,MA,48 PRUDENTIAL,,3/8/2016,1,
WORCESTER,MA,489 HAMILTON,,10/17/2016,1,
WORCESTER,MA,5 ACUSHNET,,1/28/2016,1,
WORCESTER,MA,5 AGAWAM,,1/15/2016,2,
WORCESTER,MA,50 STAFFORD,,4/13/2016,1,
WORCESTER,MA,516 GROVE,,7/30/2016,1,
WORCESTER,MA,525 GRAFTON,,10/31/2016,1,
WORCESTER,MA,53 ELLSWORTH,,10/28/2016,2,
WORCESTER,MA,542 CHANDLER,,10/24/2016,1,
WORCESTER,MA,545-547 SOUTHWEST,,10/19/2016,1,
WORCESTER,MA,55 SEMINOLE,,2/29/2016,1,
WORCESTER,MA,567 GRAFTON,,1/12/2016,1,
WORCESTER,MA,58 CAMELOT,,2/9/2016,2,
WORCESTER,MA,58 TOWER,,12/15/2016,1,
WORCESTER,MA,58-72 CAMELOT,,2/9/2016,2,
WORCESTER,MA,590 MAIN,,12/15/2016,1,
WORCESTER,MA,6 COMMONWEALTH,,9/23/2016,2,
WORCESTER,MA,6 EAST MOUNTAIN,,6/3/2016,1,
WORCESTER,MA,6 IVES,,8/16/2016,1,
WORCESTER,MA,600 SUNDERLAND,,12/8/2016,1,
WORCESTER,MA,61 EAGLE,,3/4/2016,2,
WORCESTER,MA,62 NAVASOTA,,10/26/2016,1,
WORCESTER,MA,623-627 LINCOLN,,4/27/2016,1,
WORCESTER,MA,65 UPLAND,,3/29/2016,1,
WORCESTER,MA,67 MAY,,10/26/2016,1,
WORCESTER,MA,7 BROOKDALE,,11/2/2016,1,
WORCESTER,MA,7 FIRGLADE,,9/30/2016,2,
WORCESTER,MA,7 LACONIA,,2/1/2016,2,
WORCESTER,MA,7 MAYFLOWER,,12/21/2016,1,
WORCESTER,MA,701 PLANTATION,,7/14/2016,2,
WORCESTER,MA,701 PLANTATION,,7/14/2016,2,
WORCESTER,MA,715 PLEASANT,,5/4/2016,2,
WORCESTER,MA,719 SOUTHBRIDGE,,9/26/2016,1,
WORCESTER,MA,719 SOUTHBRIDGE,,12/26/2016,1,
WORCESTER,MA,781 PLEASANT,,9/15/2016,2,
WORCESTER,MA,783 GRAFTON,,1/7/2016,1,
WORCESTER,MA,8 ABBY,,12/12/2016,1,
WORCESTER,MA,8 BANCROFT TOWER,,1/21/2016,3,
WORCESTER,MA,8 BLAIR,,11/8/2016,2,
WORCESTER,MA,8 BUCKINGHAM,,10/26/2016,2,
WORCESTER,MA,8 RUTH,,8/9/2016,1,
WORCESTER,MA,802 MAIN,,3/31/2016,1,
WORCESTER,MA,812 PLEASANT,,8/24/2016,1,
WORCESTER,MA,82 ARARAT,,11/26/2016,2,
WORCESTER,MA,828 PLEASANT,,11/22/2016,2,
WORCESTER,MA,84 PASADENA,,8/19/2016,1,
WORCESTER,MA,86 MASSASOIT,,2/2/2016,1,
WORCESTER,MA,89-95 SUMMER,,4/14/2016,1,
WORCESTER,MA,9 EMILY,,12/13/2016,1,
WORCESTER,MA,9 LAMARTINE,,8/23/2016,1,
WORCESTER,MA,9 SHOREHAM,,11/18/2016,2,
WORCESTER,MA,9 SHOREHAM,,11/24/2016,2,
WORCESTER,MA,9 VARNUM,,11/19/2016,3,
WORCESTER,MA,9 WINTHROP,,1/20/2016,2,
WORCESTER,MA,9 WINTHROP,,10/29/2016,1,
WORCESTER,MA,9 WINTHROP,,12/25/2016,1,
WORCESTER,MA,90 PROUTY,,1/12/2016,1,
WORCESTER,MA,91 LAKEWOOD,,10/7/2016,2,
