TOWN,ADDRESS,CROSS ST,LEAK GRADE,DATE REPORTED,NOTE
FAIRHAVEN,31 MANHATTAN,,3,08/11/2014,
CAMBRIDGE,31 MAPLE,,3,08/19/2016,
MILFORD,31 PURDUE,,3,08/04/2016,
MILLBURY,31 RIVERLIN,,3,06/30/2015,
HYDE PARK,31 SUMMER,,3,12/24/2014,
WORCESTER,31 TYSON,,3,05/11/2015,
DEDHAM,31 WASHINGTON,,3,12/16/2016,
MILFORD,31 WEST FOUNTAIN,,3,11/02/2016,
NEW BEDFORD,31-37 COVELL,,3,05/22/2014,
HOLLISTON,310 HIGH,,3,12/27/2016,
WORCESTER,310 PLANTATION,,3,12/01/2014,
WORCESTER,312 BELMONT,,3,05/04/2015,
WORCESTER,312 COBURN,,3,10/07/2014,
NEW BEDFORD,313 TARKILN HILL,,3,05/22/2014,
MARLBORO,316 LINCOLN,,3,08/12/2016,
MILLBURY,316 MILLBURY,,3,11/07/2014,
WORCESTER,316 PLANTATION,,3,09/26/2014,
MARION,319 WAREHAM,,3,09/29/2014,
FAIRHAVEN,32 CHESTNUT,,3,09/12/2014,
ACUSHNET,32 CLIFFORD,,3,08/22/2014,
CAMBRIDGE,32 DANA,,3,08/29/2016,
HYDE PARK,32 DEFOREST,,3,09/12/2016,
SOMERVILLE,32 FAIRFAX,,3,06/29/2015,
WORCESTER,32 FARMINGTON,,3,11/03/2016,
DARTMOUTH,32 HARTFORD,,3,12/21/2016,
WORCESTER,32 HEYWOOD ST,,3,05/28/2014,
MARLBORO,32 HOSMER,,3,10/24/2014,
NEW BEDFORD,32 MANDELL,,3,07/13/2016,
MARLBORO,32 RUTH,,3,10/21/2015,
FRAMINGHAM,32 SAINT LO,,3,07/07/2015,
MILLBURY,32 SULLIVAN,,3,04/29/2013,
UPTON,32 WILLIAMS,,3,11/05/2014,
HYDE PARK,32 WOOD,,3,06/27/2016,
WORCESTER,320 LINCOLN,,3,12/30/2016,
CAMBRIDGE,322 CONCORD,,3,07/29/2016,
MILLBURY,322 MILLBURY,,3,11/07/2014,
NATICK,323 SPEEN,,3,04/08/2016,
HYDE PARK,323 WEST,,3,05/17/2016,
NEW BEDFORD,325 BOLTON,,3,05/10/2016,
NATICK,327 WEST CENTRAL,,2,12/06/2016,
WORCESTER,328 HIGHLAND,,3,11/13/2014,
FRAMINGHAM,329 SINGLETARY,,3,11/25/2014,
FRAMINGHAM,32B SECOND,,3,12/22/2015,
MARION,33 ALLEN,,3,09/22/2014,
DARTMOUTH,33 ARCH,,3,08/08/2014,
HYDE PARK,33 BEACON,,3,07/22/2016,
FAIRHAVEN,33 BRAE,,3,12/12/2016,
CAMBRIDGE,33 BRISTOL,,3,07/12/2016,
FAIRHAVEN,33 DARTMOUTH,,3,07/29/2014,
WORCESTER,33 DOUGLAS,,3,11/25/2014,
UXBRIDGE,33 EAST HARTFORD,,3,10/02/2014,
WORCESTER,33 FALMOUTH,,3,06/27/2014,
WORCESTER,33 FLAGG,,3,10/03/2014,
FAIRHAVEN,33 GELLETTE,,3,07/22/2014,
HOPKINTON,33 HAYDEN ROWE,,3,08/19/2016,
MARLBORO,33 HAYES MEMORIAL,,3,11/26/2014,
FRAMINGHAM,33 KNIGHT,,3,09/26/2016,
HYDE PARK,33 MAGEE,,3,05/12/2016,
FAIRHAVEN,33 MANHATTAN,,3,08/11/2014,
NEW BEDFORD,33 MAPLE,,3,06/24/2014,
DARTMOUTH,33 MIDDLE,,3,08/27/2014,
WORCESTER,33 MONROE,,3,11/13/2014,
UPTON,33 NORTH HARTFORD,,3,10/07/2014,
MATTAPOISETT,33 PEARL,,3,03/01/2016,
NORTHBRIDGE,33 PLEASANT ST,,3,10/20/2016,
WORCESTER,33 SHERBURNE,,3,08/26/2015,
FRAMINGHAM,33 SUMMER,,3,10/17/2013,
AUBURN,33 SWORD,,3,11/05/2014,
FAIRHAVEN,33-34 EVERGREEN,,3,07/24/2014,
MAYNARD,33-35 GLENDALE,,3,10/23/2014,
WORCESTER,330 CHANDLER,,3,10/01/2014,
HOLLISTON,330 MARKED TREE,,3,05/25/2016,
WORCESTER,330 MAY,,3,10/29/2014,
CAMBRIDGE,330 RIVER,,3,11/17/2014,
FRAMINGHAM,332 IRVING,,3,05/09/2013,
NEW BEDFORD,332 PRESCOTT,,3,05/15/2014,
WORCESTER,334 CHANDLER,,3,11/10/2016,
CAMBRIDGE,334 HARVARD,,3,06/30/2015,
WORCESTER,334 HIGHLAND,,3,11/13/2014,
FRAMINGHAM,334 SALEM END,,3,11/25/2014,
SOMERVILLE,334 WASHINGTON,,3,08/14/2015,
MARLBORO,336 HOSMER,,3,08/16/2016,
ASHLAND,337 CHESTNUT,,3,09/23/2014,
NEEDHAM,337 WEST,,3,12/04/2014,
WORCESTER,338 HIGHLAND,,3,11/13/2014,
NATICK,338 NORTH MAIN,,3,12/01/2016,
HOLDEN,339 HOLDEN,,3,11/26/2014,
WEST BOYLSTON,339 WEST BOYLSTON,,3,12/30/2016,
SOMERVILLE,34 BOW,,3,04/01/2014,
WORCESTER,34 BRIGHTON,,3,09/19/2016,
NATICK,34 BURNING TREE,,3,08/23/2016,
HYDE PARK,34 CHARLES,,3,05/26/2016,
HYDE PARK,34 COMO,,3,08/17/2016,
DARTMOUTH,34 COVE,,3,12/02/2013,
GRAFTON,34 CREEPER HILL,,3,06/25/2015,
HYDE PARK,34 DANA,,3,07/06/2016,
FAIRHAVEN,34 ELIZABETH,,3,08/28/2014,
HUDSON,34 FELTON,,3,09/10/2014,
HYDE PARK,34 HALSEY,,3,07/26/2016,
WORCESTER,34 HANCOCK HILL,,3,11/05/2015,
MARION,34 HERMITAGE,,3,10/07/2016,
WORCESTER,34 HOOPER,,3,12/12/2014,
SHREWSBURY,34 LAKEVIEW,,3,07/15/2014,
FAIRHAVEN,34 LAUREL,,3,09/15/2014,
DEDHAM,34 MANNING,,3,08/27/2014,
CAMBRIDGE,34 MELLEN,,3,12/15/2014,
WORCESTER,34 REVERE,,3,12/05/2016,
FAIRHAVEN,34 SEAVIEW,,3,08/25/2014,
NEW BEDFORD,34 STACKHOUSE,,3,07/07/2014,
NEW BEDFORD,34 STETSON,,3,07/02/2014,
DEDHAM,34 VINCENT,,3,09/29/2014,
DEDHAM,34 VIOLET,,3,09/30/2014,
CAMBRIDGE,34 WENDELL,,3,12/15/2014,
WORCESTER,340 CHANDLER,,3,10/01/2014,
FRAMINGHAM,340 CONCORD,,2,10/27/2016,
WORCESTER,340 MAY,,3,10/29/2014,
WORCESTER,340 PLANTATION,,3,11/04/2014,
NEW BEDFORD,340 SUMMER,,3,08/15/2016,
NEW BEDFORD,340 SUMMER ST,,3,06/12/2014,
WEST BOYLSTON,342 WEST BOYLSTON,,3,09/30/2016,
CAMBRIDGE,343 BROADWAY,,3,07/31/2015,
HOLLISTON,344 NORFOLK,,3,10/11/2016,
CAMBRIDGE,344-346 WALDEN,,3,12/14/2016,
MARION,345 FRONT,,3,10/06/2016,
WORCESTER,346 CHANDLER,,3,11/10/2016,
ASHLAND,346 CHESTNUT,,3,06/16/2016,
WORCESTER,346 GREENWOOD,,3,12/03/2014,
WORCESTER,347 GREENWOOD,,3,12/03/2014,
DEDHAM,347 MOUNT VERNON,,3,08/26/2015,
NEW BEDFORD,349 BELLEVILLE,,3,05/30/2014,
WESTWOOD,35 ALLAN,,3,08/05/2016,
CAMBRIDGE,35 BUENA VISTA,,3,08/27/2014,
WORCESTER,35 COES,,3,09/02/2016,
MILLBURY,35 ELM,,3,10/11/2016,
MARLBORO,35 EVELINA,,3,11/28/2014,
STOW,35 GARNER,,3,12/14/2016,
GRAFTON,35 GRAFTON COMMON,,3,11/17/2015,
FRAMINGHAM,35 HERBERT,,3,08/24/2015,
HOLDEN,35 INDUSTRIAL,,3,10/25/2016,
HUDSON,35 LAKESHORE,,3,07/29/2016,
NEEDHAM,35 MARKED TREE,,3,12/19/2014,
DEDHAM,35 MARLBORO,,3,10/06/2016,
DEDHAM,35 MASSACHUSETTS,,3,10/06/2016,
WORCESTER,35 MOWER,,3,10/23/2014,
CAMBRIDGE,35 OXFORD,,3,09/21/2016,
HYDE PARK,35 SANFORD,,3,04/11/2014,
FAIRHAVEN,35 SEAVIEW,,3,09/09/2014,
WORCESTER,35 WESTWOOD,,3,10/04/2016,
NATICK,35 WHITTIER,,3,12/26/2014,
WEST BOYLSTON,35 WORCESTER,,3,11/24/2014,
FAIRHAVEN,35-36 EVERGREEN,,3,07/24/2014,
AUBURN,3502 FOREST PARK,,3,10/05/2014,
WORCESTER,351 MAY,,3,10/29/2014,
CAMBRIDGE,351 PEARL,,3,04/26/2012,
WEST BOYLSTON,352 WEST BOYLSTON,,3,09/30/2016,
HYDE PARK,353 HUNTINGTON,,3,07/08/2016,
WORCESTER,354 HAMILTON,,3,10/24/2014,
WORCESTER,354 LINCOLN,,3,11/04/2014,
MARLBORO,355 BOLTON,,3,08/10/2015,
WORCESTER,356 SHREWSBURY,,3,12/21/2016,
WORCESTER,359 SHREWSBURY,,3,12/02/2014,
WORCESTER,36 ASCADILLA,,3,08/14/2014,
DEDHAM,36 BELKNAP,,3,05/15/2014,
HOLLISTON,36 BIRCHWOOD,,3,06/16/2016,
WORCESTER,36 BLAINE,,3,11/03/2016,
WORCESTER,36 BOYLSTON,,3,09/23/2014,
WORCESTER,36 CASCADE,,3,11/05/2014,
MARLBORO,36 CLOVER HILL,,3,07/15/2015,
WORCESTER,36 CREST,,3,05/16/2016,
CAMBRIDGE,36 GRAY,,3,08/11/2015,
SOMERVILLE,36 HANCOCK,,3,12/08/2016,
WORCESTER,36 HANCOCK HILL,,3,12/10/2014,
CAMBRIDGE,36 HAWTHORNE,,3,11/19/2014,
CAMBRIDGE,36 HAWTHORNE,,3,07/07/2016,
CAMBRIDGE,36 JOHN F KENNEDY,,2,12/23/2016,
WORCESTER,36 MORELAND,,3,12/04/2014,
WORCESTER,36 MOWER,,3,10/23/2014,
MAYNARD,36 NASON,,3,10/22/2015,
SHREWSBURY,36 NORTH QUINSIGAMOND,,3,07/15/2014,
DEDHAM,36 RIVER,,3,05/01/2014,
WORCESTER,36 ROMOLA,,3,09/02/2014,
AUBURN,36 SWORD,,3,11/05/2014,
NATICK,36 WATER,,3,10/02/2014,
DEDHAM,36 WOODLEIGH,,3,10/03/2014,
WESTWOOD,36 WOODRIDGE,,3,12/24/2014,
WORCESTER,36-38 MOUNT,,3,05/04/2015,
SOMERVILLE,36-38 PRINCETON,,3,09/16/2014,
ASHLAND,361 CHESTNUT,,3,06/16/2016,
NEW BEDFORD,362 PLEASANT,,3,06/25/2014,
WORCESTER,364-366 HAMILTON,,3,12/23/2014,
MARION,365 FRONT,,3,09/24/2014,
DEDHAM,365 HIGHLAND,,3,09/23/2016,
NEW BEDFORD,366 CONDUIT,,3,05/20/2014,
NEW BEDFORD,3660 ACUSHNET,,3,05/09/2014,
NORTHBORO,367 WEST MAIN,,3,04/03/2015,
NEW BEDFORD,3678 ACUSHNET,,3,08/26/2014,
WORCESTER,369 CAMBRIDGE,,3,09/29/2014,
HYDE PARK,37 BEACON,,3,07/22/2016,
WORCESTER,37 CLOVER,,3,11/04/2016,
NEW BEDFORD,37 ETHEL,,3,07/29/2016,
WORCESTER,37 FLAGG,,3,10/03/2014,
NATICK,37 HARDWICK,,3,06/29/2016,
GRAFTON,37 HILLTOP,,3,07/28/2014,
HUDSON,37 HOWE,,3,12/29/2016,
HYDE PARK,37 LAWTON,,3,04/21/2016,
MATTAPOISETT,37 MAIN,,3,09/26/2014,
WORCESTER,37 MANN,,3,06/09/2015,
SHREWSBURY,37 MERRIAM,,3,08/16/2016,
SOMERVILLE,37 MOORE,,3,09/22/2015,
MILFORD,37 PEARL,,3,09/15/2014,
MARLBORO,37 PIONEER,,3,11/06/2014,
PLYMOUTH,37 PLEASANT,,3,05/05/2014,
CARVER,37 PURCHASE,,3,05/10/2016,
HOLLISTON,37 REGAL,,3,12/27/2016,
DARTMOUTH,37 RICHFIELD,,3,09/16/2014,
DARTMOUTH,37 SUFFOLK,,3,09/26/2016,
SOMERVILLE,37 WARNER ST,,3,12/08/2015,
NATICK,37 WELLESLEY,,3,12/23/2014,
UPTON,37 WILLIAMS,,3,08/27/2015,
NEW BEDFORD,37-41 ROCKDALE,,3,03/09/2016,
MARION,37-41 SPRING,,3,09/30/2014,
MATTAPOISETT,37-41 WATER,,3,08/26/2014,
WORCESTER,370 JUNE,,3,11/09/2016,
DARTMOUTH,371 HEMLOCK,,3,07/16/2014,
HYDE PARK,371 HUNTINGTON,,3,07/08/2016,
WORCESTER,372 LOVELL,,3,10/16/2014,
FAIRHAVEN,372 MAIN,,3,09/03/2015,
FAIRHAVEN,372 SCONTICUT NECK,,3,08/21/2014,
NEW BEDFORD,373 BELLEVILLE,,3,05/02/2014,
WORCESTER,374 BELMONT,,3,08/28/2014,
WORCESTER,376 BELMONT,,3,04/16/2015,
HUDSON,377 RIVER,,3,09/04/2014,
NEW BEDFORD,3770 ACUSHNET,,3,09/17/2014,
WORCESTER,378 BELMONT,,3,08/28/2014,
WORCESTER,378 BELMONT,,3,05/04/2015,
FAIRHAVEN,378 MAIN,,3,10/09/2014,
HYDE PARK,38 ARLINGTON,,3,05/03/2016,
NEEDHAM,38 EDGEWOOD,,3,10/19/2016,
FAIRHAVEN,38 GROVE,,3,08/12/2014,
MARLBORO,38 HOSMER,,3,10/24/2014,
FAIRHAVEN,38 LAUREL,,3,09/15/2014,
NATICK,38 LINCOLN,,3,12/01/2016,
DARTMOUTH,38 MIDDLE,,3,08/27/2014,
KINGSTON,38 NOTTINGHAM,,3,10/07/2016,
HUDSON,38 PLANT,,3,09/07/2016,
SOMERVILLE,38 PUTNAM,,3,12/22/2016,
FAIRHAVEN,38 SEAVIEW,,3,08/25/2014,
GRAFTON,38 SOUTH,,3,07/09/2015,
FRAMINGHAM,38 WESTGATE,,3,04/24/2012,
ASHLAND,38 WILLIAMS,,3,12/18/2016,
NEW BEDFORD,38-40 PEARL,,3,06/12/2014,
AUBURN,380 SOUTHBRIDGE,,3,04/08/2015,
SOMERVILLE,384 HIGHLAND,,3,11/25/2015,
WORCESTER,385 PLEASANT,,3,05/13/2014,
AUBURN,385 SOUTHBRIDGE,,3,04/10/2014,
NEW BEDFORD,3870 ACUSHNET,,3,07/21/2016,
MARLBORO,389 HOSMER,,3,11/24/2014,
SOMERVILLE,38A BOW,,3,12/06/2016,
WESTBOROUGH,39 BYARD,,3,08/09/2016,
NATICK,39 CENTRE,,3,09/01/2016,
MILFORD,39 EAST STREET,,3,09/17/2014,
FAIRHAVEN,39 GELLETTE,,3,07/22/2014,
MARLBORO,39 GRACE,,3,08/15/2016,
DEDHAM,39 HAZELNUT,,3,08/27/2014,
CAMBRIDGE,39 INMAN,,3,07/15/2015,
DEDHAM,39 MARLBORO,,3,08/27/2014,
DEDHAM,39 MASSACHUSETTS,,3,09/05/2014,
HOLDEN,39 OAK,,3,11/26/2014,
PLYMOUTH,39 OLMSTED,,3,11/24/2014,
NEW BEDFORD,39 STEPHEN,,3,06/02/2016,
WORCESTER,39 TYSON,,3,05/11/2015,
FRAMINGHAM,39 WINTER,,3,09/28/2015,
SOMERVILLE,39-41 MEACHAM,,3,10/09/2014,
DARTMOUTH,391 STATE,,3,11/08/2013,
NEEDHAM,395 HIGH ROCK,,3,08/31/2016,
NORTHBORO,398 CEDAR HILL,,3,07/20/2016,
WORCESTER,399 SOUTHBRIDGE,,3,06/18/2014,
NORTHBORO,399 WHITNEY,,3,03/28/2014,
WORCESTER,4 ALVARADO,,3,12/05/2016,
MATTAPOISETT,4 BEACON,,3,09/10/2014,
WORCESTER,4 BECKMAN,,3,08/26/2014,
WORCESTER,4 BRISTOL,,3,05/12/2015,
CAMBRIDGE,4 BRYANT,,3,09/14/2016,
WORCESTER,4 COHASSET,,3,10/08/2014,
KINGSTON,4 CRESCENT,,3,05/19/2015,
FAIRHAVEN,4 DAY,,3,08/08/2014,
FAIRHAVEN,4 EDDY,,3,12/15/2016,
WORCESTER,4 FARNUM,,3,12/12/2014,
WORCESTER,4 FLETCHER,,3,11/14/2016,
FAIRHAVEN,4 FORT,,3,09/19/2014,
HOPKINTON,4 GRANDVIEW,,3,06/16/2016,
FAIRHAVEN,4 HAMLET,,3,07/28/2014,
WORCESTER,4 HARTSHORN,,3,11/09/2016,
WESTBOROUGH,4 HIGH,,3,01/06/2016,
FAIRHAVEN,4 HIGHLAND,,3,08/07/2014,
FAIRHAVEN,4 HILL,,3,07/24/2014,
DARTMOUTH,4 HOWLAND,,3,09/16/2014,
HYDE PARK,4 LAWTON,,3,12/04/2014,
FRAMINGHAM,4 LINWOOD,,3,10/08/2013,
NATICK,4 LODGE,,3,03/03/2016,
FRAMINGHAM,4 LOMAS,,3,05/15/2012,
WORCESTER,4 OLD COLONY,,3,10/27/2015,
SUTTON,4 OLD PROVIDENCE,,3,10/14/2016,
WORCESTER,4 PAUL REVERE,,3,10/26/2015,
KINGSTON,4 PEARL,,3,05/26/2015,
SOMERVILLE,4 PRINCETON,,3,09/16/2014,
WORCESTER,4 REGENT,,3,05/12/2014,
NATICK,4 RICHMOND,,3,04/27/2016,
WORCESTER,4 RUTLAND,,3,06/13/2014,
WESTWOOD,4 SAINT DENIS,,3,08/08/2016,
HUDSON,4 SHAWMUT,,3,09/04/2014,
MATTAPOISETT,4 SHERWOOD,,3,09/10/2014,
WORCESTER,4 SOUTH LENOX,,3,06/05/2014,
HYDE PARK,4 SUMMER ST,,3,07/15/2016,
ROCHESTER,4 TABER,,3,09/13/2001,
WEST BOYLSTON,4 TOWNSEND,,3,07/09/2015,
GRAFTON,4 VIRGINIA,,3,07/07/2015,
MARION,4 WATER,,3,10/01/2014,
ASHLAND,4 WENZELL,,3,03/28/2015,
HOPKINTON,4 WOODVIEW,,3,10/21/2014,
WORCESTER,4 ZENITH,,3,08/21/2014,
MILLBURY,4-6 SUTTON,,3,11/14/2014,
WORCESTER,40 ADAMS,,3,06/24/2016,
MARION,40 ALLEN,,3,09/23/2014,
FAIRHAVEN,40 BAY,,3,08/12/2014,
ASHLAND,40 BIRCH HILL,,3,07/14/2014,
WORCESTER,40 CREST,,3,05/16/2016,
HUDSON,40 EATON,,3,08/22/2014,
CAMBRIDGE,40 GARDEN,,3,08/19/2016,
FRAMINGHAM,40 GLEASON,,3,09/21/2015,
WORCESTER,40 GRANBY,,3,08/13/2015,
FAIRHAVEN,40 HEDGE,,3,10/07/2014,
MATTAPOISETT,40 MAIN,,3,09/26/2014,
WORCESTER,40 MAY,,3,11/04/2013,
NEW BEDFORD,40 MAYWOOD,,3,10/25/2016,
WORCESTER,40 MILLBURY,,3,05/06/2014,
DARTMOUTH,40 NORTON,,3,09/04/2014,
NORTHBRIDGE,40 PIEDMONT,,3,10/16/2014,
MILLBURY,40 SOUTH MAIN,,3,10/11/2016,
ASHLAND,40 SUMMER,,3,11/07/2016,
CAMBRIDGE,40 TIERNEY,,3,08/11/2016,
MATTAPOISETT,40 WATER,,3,08/26/2014,
FRAMINGHAM,40 WESTGATE,,3,04/24/2012,
CAMBRIDGE,400 MAIN,,3,06/16/2016,
MARLBORO,400 NICKERSON,,3,11/20/2014,
SOMERVILLE,401 MEDFORD,,3,11/15/2013,
DARTMOUTH,401 STATE,,3,04/11/2013,
NEW BEDFORD,403-405 WEST CLINTON,,3,07/08/2016,
NEW BEDFORD,404 NASH,,3,05/28/2014,
HYDE PARK,407 WEST,,3,05/17/2016,
NEW BEDFORD,408 CEDAR,,3,09/11/2015,
MARLBORO,409 HEMENWAY,,3,11/27/2015,
WORCESTER,409 PARK,,3,11/03/2014,
CAMBRIDGE,41 ABERDEEN,,3,09/28/2016,
CAMBRIDGE,41 BOWDOIN,,3,09/06/2016,
WORCESTER,41 CLOVER,,3,06/21/2016,
WORCESTER,41 COES,,3,10/07/2014,
FAIRHAVEN,41 DARTMOUTH,,3,07/29/2014,
WORCESTER,41 FREDERICKSON,,3,04/14/2016,
FAIRHAVEN,41 HUTTLESTON,,3,07/01/2015,
WORCESTER,41 LUDLOW,,3,11/03/2016,
MARLBORO,41 MARLTON,,3,08/20/2015,
NEW BEDFORD,41 MAYWOOD,,3,05/19/2014,
WORCESTER,41 PIEDMONT ST,,3,10/26/2016,
MILFORD,41 PINE,,3,12/02/2015,
WEST BOYLSTON,41 PROSPECT,,3,11/21/2014,
WORCESTER,41 PROUTY,,3,10/23/2014,
MILLBURY,41 RIVERLIN,,3,11/18/2014,
NORTHBRIDGE,41 ROBIN,,3,10/20/2016,
MARLBORO,41 SCHOFIELD,,3,11/28/2014,
NEW BEDFORD,41 TARKILN HILL,,3,04/24/2015,
MARLBORO,41 VILLAGE,,3,08/19/2015,
HOLDEN,41 WINFIELD,,3,11/28/2014,
KINGSTON,41 WINTER,,3,07/07/2015,
DARTMOUTH,411 STATE,,3,11/14/2013,
WORCESTER,414 CHANDLER,,3,05/23/2014,
CAMBRIDGE,414 MOUNT AUBURN,,3,05/18/2016,
WORCESTER,416 NEW BOND,,3,10/21/2014,
MARLBORO,418 STEARNS,,3,06/17/2015,
WORCESTER,42 ADAMS,,3,10/30/2014,
SOMERVILLE,42 BENTON,,3,09/28/2015,
MARLBORO,42 BOUDREAU,,3,11/28/2014,
FAIRHAVEN,42 BROWN,,3,02/20/2015,
WORCESTER,42 COLLINS,,3,05/12/2015,
DEDHAM,42 CRANBERRY,,3,09/19/2016,
DARTMOUTH,42 EVELYN,,3,09/26/2016,
MILFORD,42 HAYWARD,,3,01/05/2016,
MARLBORO,42 HELEN,,3,10/23/2014,
CAMBRIDGE,42 KIRKLAND,,3,12/12/2016,
ACUSHNET,42 LAURA KEENE,,3,08/22/2014,
HYDE PARK,42 LINCOLN,,3,05/19/2016,
DEDHAM,42 MANNING,,3,12/17/2015,
HYDE PARK,42 NORWAY,,3,07/25/2016,
CAMBRIDGE,42 QUINCY,,3,09/15/2016,
SOUTHBOROUGH,42 RESERVOIR,,3,07/06/2016,
HYDE PARK,42 SUNNYSIDE,,3,11/06/2014,
UPTON,42 WILLIAMS,,3,11/05/2014,
NEW BEDFORD,42-44 STEPHEN,,3,04/09/2015,
WORCESTER,420 BELMONT,,3,03/22/2016,
MARLBORO,4202 WILLOW,,3,11/10/2015,
SHREWSBURY,423 OAK,,3,08/15/2014,
WORCESTER,429 CHANDLER,,3,05/27/2015,
HUDSON,429 MAIN,,3,11/14/2013,
MARION,43 ALLEN,,3,09/23/2014,
WORCESTER,43 BARNARD,,3,10/28/2014,
NEEDHAM,43 BREWSTER,,3,04/24/2015,
FAIRHAVEN,43 CEDAR,,3,09/17/2014,
WORCESTER,43 CHARLOTTE,,3,10/03/2014,
HYDE PARK,43 GRASSMERE,,3,11/12/2014,
SOMERVILLE,43 KIDDER,,3,10/21/2014,
MARLBORO,43 MCGEE,,3,06/25/2015,
ASHLAND,43 NICKERSON,,3,06/12/2014,
WORCESTER,43 PARK TERRACE,,3,06/09/2014,
MILFORD,43 PURCHASE,,3,09/17/2014,
WORCESTER,43 RIDGEWOOD,,3,05/28/2014,
NEW BEDFORD,43 STETSON,,3,07/02/2014,
WEST BOYLSTON,43 WORCESTER,,3,05/08/2014,
GRAFTON,43-45 LINCOLN,,3,06/11/2015,
NEW BEDFORD,43-45 MADEIRA,,3,05/29/2014,
SOMERVILLE,430 MCGRATH,,3,09/15/2014,
WORCESTER,432 CHANDLER,,3,11/09/2016,
DARTMOUTH,436 SLOCUM,,3,06/26/2014,
WORCESTER,438 CAMBRIDGE,,3,09/29/2014,
WORCESTER,438 PLEASANT ST,,3,07/15/2014,
HUDSON,439 MAIN,,3,04/10/2015,
CAMBRIDGE,44 AVON HILL,,3,08/28/2014,
HUDSON,44 EATON,,3,08/22/2014,
WESTWOOD,44 GLOUCESTER,,3,08/03/2016,
NATICK,44 HARTFORD,,3,11/17/2014,
MILFORD,44 HARVARD,,3,09/16/2014,
HYDE PARK,44 MILTON,,3,02/18/2016,
GRAFTON,44 NORTH MAIN,,3,06/23/2015,
UXBRIDGE,44 RIVULET,,3,06/14/2016,
CAMBRIDGE,44 SACRAMENTO,,3,12/13/2016,
SHREWSBURY,44 WASHINGTON,,3,12/03/2014,
HOLLISTON,44 WEDGEWOOD,,3,05/20/2016,
WORCESTER,44 WEST BOYLSTON,,3,09/18/2014,
WORCESTER,440 LINCOLN,,3,12/18/2014,
AUBURN,440 WASHINGTON,,3,12/28/2016,
WESTBOROUGH,4400 COMPUTER,,3,09/12/2016,
FRAMINGHAM,441 SALEM END,,3,02/12/2010,
CAMBRIDGE,441 TEMPLE,,3,11/13/2014,
WORCESTER,443 LAKE,,3,12/09/2014,
NEW BEDFORD,443-445 MAXFIELD,,3,04/23/2015,
FAIRHAVEN,444 SCONTICUT NECK,,3,08/27/2014,
AUBURN,444 WASHINGTON,,3,10/21/2016,
WORCESTER,445 LAKE,,3,11/10/2014,
MARLBORO,445 PARMENTER,,3,10/15/2015,
FRAMINGHAM,445 PLEASANT,,3,09/18/2014,
WORCESTER,446 MAIN,,3,10/03/2014,
NORTHBRIDGE,447 HILL,,3,10/16/2014,
NEW BEDFORD,449 NORTH,,3,06/28/2016,
DARTMOUTH,45 BIRCHWOOD,,3,08/01/2014,
WORCESTER,45 BRATTLE ST,,3,10/06/2014,
FAIRHAVEN,45 CEDAR,,3,12/12/2016,
WESTWOOD,45 CLAPBOARDTREE,,3,08/19/2016,
NEEDHAM,45 ELIOT,,3,05/21/2015,
WORCESTER,45 FLAGG,,3,10/03/2014,
MILFORD,45 FOREST,,3,01/04/2016,
HYDE PARK,45 LAWTON,,3,04/21/2016,
HYDE PARK,45 LINWOOD,,3,06/28/2016,
NEW BEDFORD,45 MAITLAND,,3,07/28/2016,
HUDSON,45 ONTARIO,,3,09/08/2014,
WORCESTER,45 RIDGEWOOD,,3,05/28/2014,
SOMERVILLE,45 RUSSELL,,3,08/29/2014,
WORCESTER,45 SOMERSET,,3,11/03/2015,
CAMBRIDGE,45 SPINELLI,,3,12/14/2016,
NEW BEDFORD,45 SUMMIT,,3,05/24/2016,
HYDE PARK,45 SUNNYSIDE,,3,06/03/2016,
AUBURN,45 SWORD,,3,12/23/2016,
DEDHAM,45 WALNUT,,3,09/30/2014,
HYDE PARK,45 WALTER,,3,07/21/2016,
SHREWSBURY,45 WASHINGTON,,3,08/23/2016,
MARLBORO,451 BOLTON,,3,12/02/2014,
MARION,454 WAREHAM,,3,09/29/2014,
WORCESTER,455 MILL,,3,10/08/2014,
WORCESTER,456 PARK,,3,09/14/2016,
MARION,458 MILL,,3,10/06/2016,
MARION,458 WAREHAM,,3,09/29/2014,
NEW BEDFORD,4588 ACUSHNET,,3,10/15/2015,
SOMERVILLE,46 BROMFIELD,,3,06/11/2014,
MARLBORO,46 CHANDLER,,3,08/12/2016,
NEW BEDFORD,46 DELANO,,3,07/09/2014,
FAIRHAVEN,46 GELLETTE,,3,07/22/2014,
FAIRHAVEN,46 GROVE,,3,08/12/2014,
MILFORD,46 HARVARD,,3,09/16/2014,
MARLBORO,46 HOSMER,,3,08/16/2016,
WORCESTER,46 HOUSATONIC,,3,12/09/2014,
NEW BEDFORD,46 JONATHAN,,3,06/20/2014,
MARLBORO,46 MELODY,,3,09/16/2015,
SHREWSBURY,46 RICHARD,,3,08/31/2016,
DEDHAM,46 SOUTHGATE,,3,09/20/2016,
WESTBOROUGH,46 SUMMER,,3,07/13/2016,
MARLBORO,46 SUMMIT,,3,10/10/2013,
HYDE PARK,46 TAUNTON,,3,08/06/2014,
HYDE PARK,46 THOMPSON,,3,06/07/2016,
WORCESTER,460 CHANDLER,,3,11/09/2016,
WORCESTER,460 MOWER,,3,10/21/2014,
CAMBRIDGE,46A DANA ST,,3,08/18/2015,
