leak Number,Reported Address,Cross Street,Town,Reported Date,15-SQ-05 Class,16-SQ-05 Class,Grade,Repaired Date,State
7328430,150 MONUMENT ST,,HAVERHILL,8/12/16,Not Discovered Yet,Not Discovered Yet,3,9/9/16,MA
7330171,150 NORTH AVE,,HAVERHILL,10/26/16,Not Discovered Yet,Not Discovered Yet,2,12/7/16,MA
7326158,150 PARK AVE E,,WEYMOUTH,6/4/16,Not Discovered Yet,Not Discovered Yet,1,6/4/16,MA
7324218,150 PLEASANT ST,,MALDEN,3/21/16,Not Discovered Yet,Not Discovered Yet,1,4/1/16,MA
7328833,150 SALEM ST,,BOSTON,9/13/16,Not Discovered Yet,Not Discovered Yet,1,9/14/16,MA
7326666,150 STATE ST,,NEWBURYPORT,6/13/16,Not Discovered Yet,Not Discovered Yet,2,7/19/16,MA
7323652,150 SUMMER ST,,MALDEN,2/19/16,Not Discovered Yet,Not Discovered Yet,2,6/2/16,MA
7325973,1500 HANCOCK ST,,QUINCY,5/31/16,Not Discovered Yet,Not Discovered Yet,1,6/2/16,MA
7329226,1501 VILLAGE RD,,NORWOOD,9/29/16,Not Discovered Yet,Not Discovered Yet,1,9/29/16,MA
7328966,151 BROOK ST,,HAVERHILL,9/20/16,Not Discovered Yet,Not Discovered Yet,1,9/20/16,MA
7324532,151 COTTAGE ST,,EVERETT,4/11/16,Not Discovered Yet,Not Discovered Yet,1,4/11/16,MA
7325198,151 DAVIS AVE,,BROOKLINE,4/27/16,Not Discovered Yet,Not Discovered Yet,3,11/12/16,MA
7328142,151 EVERETT AVE,,CHELSEA,8/11/16,Not Discovered Yet,Not Discovered Yet,1,8/11/16,MA
7328593,151 FEDERAL ST,,SALEM,8/24/16,Not Discovered Yet,Not Discovered Yet,1,9/1/16,MA
7330839,151 LEXINGTON ST,,BELMONT,12/21/16,Not Discovered Yet,Not Discovered Yet,1,12/22/16,MA
7324108,151 SOUTH ST,,SOUTHBRIDGE,3/17/16,Not Discovered Yet,Not Discovered Yet,2A,4/8/16,MA
7327618,151 TRENTON ST,,EAST BOSTON,7/14/16,Not Discovered Yet,Not Discovered Yet,2,8/21/16,MA
7328581,151 UPHAM ST,,MELROSE,8/31/16,Not Discovered Yet,Not Discovered Yet,1,9/1/16,MA
7330912,151 WESTERN AVE,,GLOUCESTER,12/27/16,Not Discovered Yet,Not Discovered Yet,1,12/28/16,MA
331907,151 WOLLASTON AVE,,ARLINGTON,3/28/10,3,3,2,1/7/16,MA
7329222,1514 COLUMBIA RD,,SOUTH BOSTON,9/29/16,Not Discovered Yet,Not Discovered Yet,3,9/30/16,MA
7328604,1515 COMMONWEALTH AVE,,BRIGHTON,9/1/16,Not Discovered Yet,Not Discovered Yet,1,9/1/16,MA
7326586,152 BREMEN ST,,EAST BOSTON,6/17/16,Not Discovered Yet,Not Discovered Yet,1,6/17/16,MA
7325149,152 CHURCH ST,,WEST ROXBURY,4/30/16,Not Discovered Yet,Not Discovered Yet,2,5/12/16,MA
7324210,152 HARRIET AVE,,QUINCY,3/24/16,Not Discovered Yet,Not Discovered Yet,2,4/14/16,MA
7323131,152 SOUTH RD,,BEDFORD,2/1/16,Not Discovered Yet,Not Discovered Yet,1,2/1/16,MA
4348289,152 W MAIN ST,,GEORGETOWN,5/22/15,Not Discovered Yet,3,2,8/30/16,MA
7323054,152 WHIPPLE ST,,WEYMOUTH,1/22/16,Not Discovered Yet,Not Discovered Yet,1,1/29/16,MA
7324499,152 WINCHESTER ST,,NEWTON,4/9/16,Not Discovered Yet,Not Discovered Yet,1,4/10/16,MA
7327286,1527 BEACON ST,,BROOKLINE,7/11/16,Not Discovered Yet,Not Discovered Yet,1,7/12/16,MA
7329519,153 GUGGINS LN,,BOXBOROUGH,10/14/16,Not Discovered Yet,Not Discovered Yet,1,10/21/16,MA
230727,153 LYNNFIELD ST,,LYNN,5/21/02,3,3,2,10/11/16,MA
7325946,153 MAIN ST,,MEDFORD,5/27/16,Not Discovered Yet,Not Discovered Yet,1,6/1/16,MA
7326696,153 MIDDLE ST,,WEYMOUTH,6/21/16,Not Discovered Yet,Not Discovered Yet,1,6/21/16,MA
7326768,153 MIDDLE ST,,WEYMOUTH,6/22/16,Not Discovered Yet,Not Discovered Yet,1,6/22/16,MA
7323831,153 MOUNT VERNON ST,,WINCHESTER,3/7/16,Not Discovered Yet,Not Discovered Yet,1,3/7/16,MA
4971809,153 NEWBURY AVE,,QUINCY,5/6/15,Not Discovered Yet,3,2,6/6/16,MA
7326184,153 RUMFORD AVE,,NEWTON,5/13/16,Not Discovered Yet,Not Discovered Yet,2,7/5/16,MA
336528,1534 TREMONT ST,,ROXBURY,8/21/10,3,3,2,12/13/16,MA
7328021,154 CHARLES ST,,WALTHAM,7/29/16,Not Discovered Yet,Not Discovered Yet,2A,9/13/16,MA
7329361,154 MAVERICK ST,,EAST BOSTON,10/6/16,Not Discovered Yet,Not Discovered Yet,1,10/6/16,MA
7323306,154 SOUTH RD,,BEDFORD,2/7/16,Not Discovered Yet,Not Discovered Yet,1,2/10/16,MA
4367891,154 VINAL ST,,REVERE,6/3/15,Not Discovered Yet,3,2,3/2/16,MA
463114,154 W 2ND ST,,SOUTH BOSTON,10/4/11,3,3,2,9/28/16,MA
309929,154 WALPOLE ST,,NORWOOD,4/22/08,3,2,2,1/11/16,MA
7322635,1542 COLUMBIA RD,,SOUTH BOSTON,1/5/16,Not Discovered Yet,Not Discovered Yet,2,1/6/16,MA
7327412,1546 HANCOCK ST,,QUINCY,7/13/16,Not Discovered Yet,Not Discovered Yet,1,7/13/16,MA
7323232,1546 WASHINGTON ST,,NEWTON,2/3/16,Not Discovered Yet,Not Discovered Yet,1,2/3/16,MA
7328594,155 FEDERAL ST,,SALEM,8/31/16,Not Discovered Yet,Not Discovered Yet,1,9/1/16,MA
7327384,155 FLORENCE ST,,ROSLINDALE,7/12/16,Not Discovered Yet,Not Discovered Yet,2,9/27/16,MA
7328473,155 KING AVE,,WEYMOUTH,8/24/16,Not Discovered Yet,Not Discovered Yet,2A,9/28/16,MA
7329894,155 KING ST,,LITTLETON,10/31/16,Not Discovered Yet,Not Discovered Yet,1,11/1/16,MA
326277,155 MIDDLESEX TPKE,,BURLINGTON,9/8/09,3,3,3,1/27/16,MA
7323488,155 MIDDLESEX TPKE,,BURLINGTON,2/9/16,Not Discovered Yet,Not Discovered Yet,3,5/17/16,MA
7324754,155 MURDOCK ST,,BRIGHTON,4/20/16,Not Discovered Yet,Not Discovered Yet,1,4/20/16,MA
7325104,155 PEARL ST,,BRAINTREE,4/29/16,Not Discovered Yet,Not Discovered Yet,1,4/29/16,MA
7329466,155 STOW RD,,BOXBOROUGH,10/12/16,Not Discovered Yet,Not Discovered Yet,1,10/12/16,MA
7328745,155 W CANTON ST,,BOSTON,9/6/16,Not Discovered Yet,Not Discovered Yet,2A,10/10/16,MA
7325317,155 WILLARD RD,,BROOKLINE,5/6/16,Not Discovered Yet,Not Discovered Yet,1,5/6/16,MA
7330420,155 WRIGHT ST,,ARLINGTON,11/30/16,Not Discovered Yet,Not Discovered Yet,1,12/1/16,MA
7324296,1553 N SHORE RD,,REVERE,3/28/16,Not Discovered Yet,Not Discovered Yet,2A,4/15/16,MA
7327315,156 BRIDGE ST,,WEYMOUTH,7/11/16,Not Discovered Yet,Not Discovered Yet,1,7/12/16,MA
7326112,156 E EMERSON ST,,MELROSE,6/2/16,Not Discovered Yet,Not Discovered Yet,1,6/2/16,MA
7326488,156 E EMERSON ST,,MELROSE,6/10/16,Not Discovered Yet,Not Discovered Yet,2,6/15/16,MA
7327095,156 HART ST,,BEVERLY,7/5/16,Not Discovered Yet,Not Discovered Yet,1,7/5/16,MA
7327646,156 HIGH ST,,DANVERS,7/19/16,Not Discovered Yet,Not Discovered Yet,1,7/19/16,MA
7323473,156 LAKE SHORE DR,,WEYMOUTH,2/17/16,Not Discovered Yet,Not Discovered Yet,1,2/17/16,MA
7326199,156 LINCOLN ST,,BRIGHTON,6/1/16,Not Discovered Yet,Not Discovered Yet,2,7/28/16,MA
7327390,156 MAVERICK ST,,EAST BOSTON,7/6/16,Not Discovered Yet,Not Discovered Yet,2A,9/21/16,MA
7329643,156 MAVERICK ST,,EAST BOSTON,10/15/16,Not Discovered Yet,Not Discovered Yet,2A,11/15/16,MA
7327535,156 PORTER ST,,EAST BOSTON,7/17/16,Not Discovered Yet,Not Discovered Yet,1,7/18/16,MA
324253,156 RHODA ST,,QUINCY,7/6/09,3,3,2,6/24/16,MA
7326244,156 RUSSELL ST,,EVERETT,6/1/16,Not Discovered Yet,Not Discovered Yet,2,6/29/16,MA
7328599,156 UPHAM ST,,MELROSE,9/1/16,Not Discovered Yet,Not Discovered Yet,1,9/1/16,MA
7328002,156 WALTHAM ST,,NEWTON,8/4/16,Not Discovered Yet,Not Discovered Yet,1,8/5/16,MA
7323202,156 WARREN AVE,,BOSTON,2/2/16,Not Discovered Yet,Not Discovered Yet,1,2/2/16,MA
7325188,156 WILSON ST,,NORWOOD,5/2/16,Not Discovered Yet,Not Discovered Yet,2,8/16/16,MA
6953149,157 IRVING ST,,WATERTOWN,10/20/15,Not Discovered Yet,3,2,6/1/16,MA
7326801,157 MAVERICK ST,,EAST BOSTON,6/23/16,Not Discovered Yet,Not Discovered Yet,1,6/23/16,MA
7323934,157 WARREN AVE,,BOSTON,3/10/16,Not Discovered Yet,Not Discovered Yet,1,3/11/16,MA
7327515,157 WASHINGTON ST,,QUINCY,7/15/16,Not Discovered Yet,Not Discovered Yet,1,7/15/16,MA
7326151,157 WINNISIMMET ST,,CHELSEA,6/3/16,Not Discovered Yet,Not Discovered Yet,1,6/14/16,MA
7326903,1576 BLUE HILL AVE,,DORCHESTER,6/21/16,Not Discovered Yet,Not Discovered Yet,2A,8/22/16,MA
4524675,158 BOYLSTON ST,,BROOKLINE,6/24/15,Not Discovered Yet,2,2,4/4/16,MA
7330465,158 DARTMOUTH ST,,LYNN,12/2/16,Not Discovered Yet,Not Discovered Yet,1,12/2/16,MA
7327136,158 GLEN RD,,WELLESLEY,6/30/16,Not Discovered Yet,Not Discovered Yet,2,12/6/16,MA
7329664,158 NORTH AVE,,HAVERHILL,10/20/16,Not Discovered Yet,Not Discovered Yet,1,10/22/16,MA
7325831,158 SCHOOL ST,,EVERETT,5/24/16,Not Discovered Yet,Not Discovered Yet,1,5/26/16,MA
7329296,158 SUMMER ST,,MALDEN,10/4/16,Not Discovered Yet,Not Discovered Yet,1,10/6/16,MA
7324185,158 WILLOW RD,,NAHANT,3/22/16,Not Discovered Yet,Not Discovered Yet,2,8/24/16,MA
7328436,1580 CENTRE ST,,ROSLINDALE,8/23/16,Not Discovered Yet,Not Discovered Yet,2,11/14/16,MA
7323181,1582 DORCHESTER AVE,,DORCHESTER,2/2/16,Not Discovered Yet,Not Discovered Yet,1,2/2/16,MA
7323342,1582 DORCHESTER AVE,,DORCHESTER,2/9/16,Not Discovered Yet,Not Discovered Yet,1,2/10/16,MA
7330475,159 BRIDGE ST,,WEYMOUTH,12/2/16,Not Discovered Yet,Not Discovered Yet,1,12/2/16,MA
7327416,159 CENTRAL AVE,,MEDFORD,7/8/16,Not Discovered Yet,Not Discovered Yet,2,8/2/16,MA
7330434,159 EASTERN AVE,,MALDEN,12/1/16,Not Discovered Yet,Not Discovered Yet,3,12/1/16,MA
7323576,159 FAIRMOUNT ST,,DORCHESTER,2/18/16,Not Discovered Yet,Not Discovered Yet,2,3/31/16,MA
547161,159 GLENELLEN RD,,WEST ROXBURY,11/12/11,3,3,2,5/27/16,MA
7325196,159 PINEHAVEN DR,,WHITMAN,5/3/16,Not Discovered Yet,Not Discovered Yet,1,5/3/16,MA
7325205,159 RESERVOIR RD,,QUINCY,5/3/16,Not Discovered Yet,Not Discovered Yet,1,5/3/16,MA
7325462,159 RESERVOIR RD,,QUINCY,5/11/16,Not Discovered Yet,Not Discovered Yet,1,5/12/16,MA
7325553,159 SAVIN HILL AVE,,DORCHESTER,5/10/16,Not Discovered Yet,Not Discovered Yet,2A,7/23/16,MA
7327835,159 SAVIN HILL AVE,,DORCHESTER,7/26/16,Not Discovered Yet,Not Discovered Yet,2,8/29/16,MA
331983,1596 CENTRE ST,,ROSLINDALE,3/28/10,3,3,2,11/14/16,MA
7322604,16 9TH ST,,LEOMINSTER,12/28/15,Not Discovered Yet,Missed 2,3,1/12/16,MA
7329480,16 ALGONQUIN ST,,DORCHESTER,10/13/16,Not Discovered Yet,Not Discovered Yet,1,10/14/16,MA
7328248,16 AMES DR,,GLOUCESTER,8/17/16,Not Discovered Yet,Not Discovered Yet,1,8/22/16,MA
7323498,16 AMES ST,,SOMERVILLE,2/9/16,Not Discovered Yet,Not Discovered Yet,2,4/11/16,MA
7326166,16 ARGYLE ST,,MELROSE,5/31/16,Not Discovered Yet,Not Discovered Yet,2,7/15/16,MA
7322570,16 ARNOLD TER,,BURLINGTON,12/31/15,Not Discovered Yet,Missed 2,2,4/28/16,MA
7328937,16 BAKER CT,,DORCHESTER,9/19/16,Not Discovered Yet,Not Discovered Yet,1,9/19/16,MA
7325579,16 BARTLETT ST,,BEVERLY,5/16/16,Not Discovered Yet,Not Discovered Yet,1,5/16/16,MA
4880649,16 BAYSWATER ST,,EAST BOSTON,7/15/15,Not Discovered Yet,3,2A,7/30/16,MA
7329321,16 BISSON ST,,BEVERLY,10/5/16,Not Discovered Yet,Not Discovered Yet,1,10/5/16,MA
7327637,16 BOW ST,,ARLINGTON,7/19/16,Not Discovered Yet,Not Discovered Yet,1,7/19/16,MA
7321623,16 BRADLEY ST,,SOMERVILLE,11/19/15,Not Discovered Yet,2,2,10/20/16,MA
7323205,16 BRENT RD,,LEXINGTON,2/2/16,Not Discovered Yet,Not Discovered Yet,1,2/3/16,MA
7328800,16 BRENTWOOD ST,,MALDEN,9/12/16,Not Discovered Yet,Not Discovered Yet,3,9/12/16,MA
7328802,16 BRENTWOOD ST,,MALDEN,9/12/16,Not Discovered Yet,Not Discovered Yet,3,9/13/16,MA
7327862,16 BURROUGHS ST,,DANVERS,7/26/16,Not Discovered Yet,Not Discovered Yet,2,8/19/16,MA
7326933,16 CAIN AVE,,WEYMOUTH,6/22/16,Not Discovered Yet,Not Discovered Yet,2,7/19/16,MA
7322465,16 CHESWICK RD,,ARLINGTON,12/12/15,Not Discovered Yet,Missed 2,2,6/7/16,MA
7326763,16 CHIPMAN ST,,DORCHESTER,6/17/16,Not Discovered Yet,Not Discovered Yet,2,8/8/16,MA
7329124,16 CREHORE DR,,NEWTON,9/26/16,Not Discovered Yet,Not Discovered Yet,1,9/26/16,MA
7325115,16 DEWEY ST,,AMESBURY,4/30/16,Not Discovered Yet,Not Discovered Yet,1,4/30/16,MA
7327008,16 DOWFIELD TER,,LYNN,6/29/16,Not Discovered Yet,Not Discovered Yet,1,6/29/16,MA
7326749,16 EAST ST,,DORCHESTER,6/21/16,Not Discovered Yet,Not Discovered Yet,2A,8/29/16,MA
7330337,16 EDGEMERE AVE,,BURLINGTON,11/16/16,Not Discovered Yet,Not Discovered Yet,2A,12/15/16,MA
7322820,16 EUCLID AVE,,LYNN,1/20/16,Not Discovered Yet,Not Discovered Yet,2,2/25/16,MA
7325116,16 EUGENE RD,,BURLINGTON,5/1/16,Not Discovered Yet,Not Discovered Yet,1,5/1/16,MA
7326843,16 EVERDEAN ST,,DORCHESTER,6/16/16,Not Discovered Yet,Not Discovered Yet,2,8/16/16,MA
7322549,16 EVERETT AVE,,CHELSEA,1/7/16,Not Discovered Yet,Not Discovered Yet,1,1/7/16,MA
7324390,16 FAIRMOUNT WAY,,HULL,4/1/16,Not Discovered Yet,Not Discovered Yet,2A,5/10/16,MA
7330763,16 FAIRMOUNT WAY,,HULL,12/17/16,Not Discovered Yet,Not Discovered Yet,2A,12/19/16,MA
7324820,16 GUILD RD,,BEVERLY,4/15/16,Not Discovered Yet,Not Discovered Yet,2,5/16/16,MA
7330607,16 HAMMOND ST,,GLOUCESTER,12/9/16,Not Discovered Yet,Not Discovered Yet,1,12/12/16,MA
7323757,16 HARWOOD ST,,LYNN,2/23/16,Not Discovered Yet,Not Discovered Yet,2A,3/7/16,MA
7327659,16 HAYDEN AVE,,WHITMAN,7/14/16,Not Discovered Yet,Not Discovered Yet,2A,8/18/16,MA
7327120,16 HILLSIDE AVE,,STONEHAM,7/5/16,Not Discovered Yet,Not Discovered Yet,3,7/5/16,MA
7330834,16 HOWARD ST,,NEWBURYPORT,12/21/16,Not Discovered Yet,Not Discovered Yet,1,12/21/16,MA
7326703,16 LABAN PRATT RD,,DORCHESTER,6/7/16,Not Discovered Yet,Not Discovered Yet,2A,8/5/16,MA
7329682,16 LAUREL ST,,SAUGUS,10/21/16,Not Discovered Yet,Not Discovered Yet,1,10/24/16,MA
7322505,16 LILLY DR,,LEOMINSTER,1/4/16,Not Discovered Yet,Not Discovered Yet,2,2/2/16,MA
7326654,16 LOWELL ST,,WOBURN,6/20/16,Not Discovered Yet,Not Discovered Yet,1,6/21/16,MA
7325177,16 MADISON ST,,MALDEN,4/26/16,Not Discovered Yet,Not Discovered Yet,2,6/11/16,MA
7328690,16 MAPLE TER,,SOUTHBRIDGE,9/6/16,Not Discovered Yet,Not Discovered Yet,1,9/6/16,MA
7326051,16 MAPLETON ST,,BRIGHTON,5/31/16,Not Discovered Yet,Not Discovered Yet,2,6/13/16,MA
7324121,16 MERIDIAN AVE,,HULL,3/17/16,Not Discovered Yet,Not Discovered Yet,2,4/21/16,MA
7323461,16 MILLER PL,,LYNN,2/17/16,Not Discovered Yet,Not Discovered Yet,1,2/18/16,MA
7324640,16 MYSTIC AVE,,MEDFORD,4/15/16,Not Discovered Yet,Not Discovered Yet,1,4/15/16,MA
7327733,16 MYSTIC ST,,EVERETT,7/25/16,Not Discovered Yet,Not Discovered Yet,1,7/25/16,MA
7330718,16 OLD STAGECOACH RD,,BEDFORD,12/16/16,Not Discovered Yet,Not Discovered Yet,1,12/16/16,MA
7328289,16 PALMER ST,,QUINCY,8/18/16,Not Discovered Yet,Not Discovered Yet,3,9/6/16,MA
7324800,16 PARK TER,,EVERETT,4/15/16,Not Discovered Yet,Not Discovered Yet,2,7/12/16,MA
7324610,16 PORTER RD,,LITTLETON,3/31/16,Not Discovered Yet,Not Discovered Yet,2,12/28/16,MA
7330293,16 PRESCOTT ST,,NEWTON,11/21/16,Not Discovered Yet,Not Discovered Yet,1,11/21/16,MA
7324577,16 RIVERDALE RD,,WELLESLEY,3/30/16,Not Discovered Yet,Not Discovered Yet,2,6/7/16,MA
7325218,16 SEWALL ST,,QUINCY,5/2/16,Not Discovered Yet,Not Discovered Yet,2,5/19/16,MA
7325582,16 SHARON ST,,MEDFORD,5/16/16,Not Discovered Yet,Not Discovered Yet,1,5/20/16,MA
7327825,16 SOUTHWICK RD,,NEWTON,7/27/16,Not Discovered Yet,Not Discovered Yet,3,7/28/16,MA
7323009,16 STONE RD,,BELMONT,1/28/16,Not Discovered Yet,Not Discovered Yet,1,1/28/16,MA
7326171,16 STONE RD,,BELMONT,5/21/16,Not Discovered Yet,Not Discovered Yet,2,9/12/16,MA
7329197,16 STONE RD,,BELMONT,9/23/16,Not Discovered Yet,Not Discovered Yet,2,11/2/16,MA
7329128,16 SUMMER ST,,WOBURN,9/26/16,Not Discovered Yet,Not Discovered Yet,1,9/27/16,MA
7322992,16 SYMMES ST,,ROSLINDALE,1/27/16,Not Discovered Yet,Not Discovered Yet,1,1/27/16,MA
7328956,16 TREMONT ST,,HAVERHILL,9/15/16,Not Discovered Yet,Not Discovered Yet,2,10/17/16,MA
7323133,16 UPHAM ST,,MALDEN,2/1/16,Not Discovered Yet,Not Discovered Yet,1,2/5/16,MA
7329810,16 WADLEIGH AVE,,REVERE,10/25/16,Not Discovered Yet,Not Discovered Yet,2,11/15/16,MA
7322369,16 WALCOTT ST,,LEOMINSTER,12/18/15,Not Discovered Yet,3,3,1/6/16,MA
7329174,16 WALDEN AVE,,SAUGUS,9/28/16,Not Discovered Yet,Not Discovered Yet,1,9/29/16,MA
218400,16 WARREN ST,,EVERETT,6/25/01,3,3,2,6/7/16,MA
7330716,16 WESTCHESTER RD,,NEWTON,12/6/16,Not Discovered Yet,Not Discovered Yet,2,12/15/16,MA
7325845,16 WHITTER DR,,EVERETT,5/19/16,Not Discovered Yet,Not Discovered Yet,2,6/13/16,MA
7326577,16 WINSLOW RD,,WINCHESTER,6/17/16,Not Discovered Yet,Not Discovered Yet,1,6/17/16,MA
7327769,16 WINTER ST,,SALEM,7/21/16,Not Discovered Yet,Not Discovered Yet,2,9/21/16,MA
7324966,16 WINTER ST,,WALTHAM,4/26/16,Not Discovered Yet,Not Discovered Yet,1,4/26/16,MA
7329001,16 WOLF HILL WAY,,GLOUCESTER,9/21/16,Not Discovered Yet,Not Discovered Yet,1,9/23/16,MA
7324225,16 WOODLAND ST,,ARLINGTON,3/1/16,Not Discovered Yet,Not Discovered Yet,2,10/4/16,MA
7329216,160 ARENA TER,,CONCORD,9/29/16,Not Discovered Yet,Not Discovered Yet,1,9/29/16,MA
195346,160 ARLINGTON ST,,WATERTOWN,8/7/00,3,3,2,9/13/16,MA
1779965,160 E BERKELEY ST,,BOSTON,10/11/14,3,2,2,4/21/16,MA
7322452,160 LANGDON AVE,,WATERTOWN,1/3/16,Not Discovered Yet,Not Discovered Yet,1,1/3/16,MA
7322580,160 MERRYMOUNT RD,,QUINCY,1/8/16,Not Discovered Yet,Not Discovered Yet,1,1/11/16,MA
7322955,160 OCEAN AVE,,LYNN,1/26/16,Not Discovered Yet,Not Discovered Yet,2,2/25/16,MA
7324497,160 OCEAN AVE,,SALEM,4/9/16,Not Discovered Yet,Not Discovered Yet,1,4/10/16,MA
7326803,160 RANDLETT PIKE,,NEWTON,6/23/16,Not Discovered Yet,Not Discovered Yet,1,6/23/16,MA
7328199,160 SOUTH ST,,WALTHAM,8/15/16,Not Discovered Yet,Not Discovered Yet,1,8/16/16,MA
7326188,160 SPRUCE ST,,ROCKLAND,6/6/16,Not Discovered Yet,Not Discovered Yet,1,6/8/16,MA
7328935,160 WASHINGTON ST,,BROOKLINE,9/19/16,Not Discovered Yet,Not Discovered Yet,1,9/19/16,MA
7326934,160 WASHINGTON ST,,WELLESLEY,6/28/16,Not Discovered Yet,Not Discovered Yet,1,6/29/16,MA
7326320,1600 CENTRE ST,,ROSLINDALE,6/7/16,Not Discovered Yet,Not Discovered Yet,1,6/9/16,MA
7328434,1600 CENTRE ST,,ROSLINDALE,8/23/16,Not Discovered Yet,Not Discovered Yet,2,11/14/16,MA
7325627,161 CHERRY ST,,MALDEN,5/17/16,Not Discovered Yet,Not Discovered Yet,1,5/17/16,MA
7323562,161 LYNN SHORE DR,,LYNN,2/19/16,Not Discovered Yet,Not Discovered Yet,2A,2/29/16,MA
7325468,161 PINEHAVEN DR,,WHITMAN,5/11/16,Not Discovered Yet,Not Discovered Yet,1,5/11/16,MA
7324761,161 PLEASANT ST,,LYNN,4/21/16,Not Discovered Yet,Not Discovered Yet,1,4/21/16,MA
7326812,161 SALEM ST,,MEDFORD,6/21/16,Not Discovered Yet,Not Discovered Yet,2,8/9/16,MA
7325481,161 SHURTLEFF ST,,CHELSEA,5/11/16,Not Discovered Yet,Not Discovered Yet,1,5/12/16,MA
7327483,161 TRENTON ST,,EAST BOSTON,7/14/16,Not Discovered Yet,Not Discovered Yet,1,7/15/16,MA
7326679,1615 BEACON ST,,NEWTON,6/6/16,Not Discovered Yet,Not Discovered Yet,2,10/13/16,MA
7330198,162 BELMONT ST,,BELMONT,11/14/16,Not Discovered Yet,Not Discovered Yet,1,11/14/16,MA
7327512,162 BREMEN ST,,EAST BOSTON,7/15/16,Not Discovered Yet,Not Discovered Yet,1,7/15/16,MA
7330564,162 BREMEN ST,,EAST BOSTON,11/19/16,Not Discovered Yet,Not Discovered Yet,2,12/30/16,MA
7330186,162 CENTRAL ST,,SOMERVILLE,11/10/16,Not Discovered Yet,Not Discovered Yet,1,11/12/16,MA
7327645,162 HIGH ST,,DANVERS,7/19/16,Not Discovered Yet,Not Discovered Yet,1,7/19/16,MA
7329192,162 MAIN ST,,WALTHAM,9/23/16,Not Discovered Yet,Not Discovered Yet,2,12/21/16,MA
7327773,162 PLEASANT ST,,WINTHROP,7/22/16,Not Discovered Yet,Not Discovered Yet,2,10/11/16,MA
7326102,162 WABAN AVE,,NEWTON,6/2/16,Not Discovered Yet,Not Discovered Yet,1,6/2/16,MA
7330488,1622 COMMERCIAL ST,,WEYMOUTH,12/3/16,Not Discovered Yet,Not Discovered Yet,1,12/3/16,MA
7324109,163 EVERETT ST,,SOUTHBRIDGE,3/18/16,Not Discovered Yet,Not Discovered Yet,2,5/6/16,MA
698349,163 HIGH ST,,BROOKLINE,12/25/11,3,3,2,7/26/16,MA
7329238,163 HIGH ST,,WEBSTER,9/30/16,Not Discovered Yet,Not Discovered Yet,1,10/3/16,MA
279190,163 MAIN ST,,READING,9/8/05,3,3,2,11/17/16,MA
7330799,163 MAIN ST,,READING,12/20/16,Not Discovered Yet,Not Discovered Yet,1,12/20/16,MA
7323491,163 RIVERSIDE AVE,,MEDFORD,2/9/16,Not Discovered Yet,Not Discovered Yet,2,9/6/16,MA
7330521,163 RUSSELL ST,,EVERETT,12/6/16,Not Discovered Yet,Not Discovered Yet,1,12/6/16,MA
7325274,163 WASHINGTON ST,,DORCHESTER,5/5/16,Not Discovered Yet,Not Discovered Yet,1,5/6/16,MA
7326900,1634 BEACON ST,,BROOKLINE,6/22/16,Not Discovered Yet,Not Discovered Yet,2,8/29/16,MA
7322451,1635 TREMONT ST,,ROXBURY,1/2/16,Not Discovered Yet,Not Discovered Yet,1,1/2/16,MA
7329684,164 CHESTNUT HILL RD,,NEWTON,10/17/16,Not Discovered Yet,Not Discovered Yet,2,11/11/16,MA
7323897,164 GALEN ST,,WATERTOWN,3/9/16,Not Discovered Yet,Not Discovered Yet,1,3/11/16,MA
7327221,164 PROSPECT ST,,GLOUCESTER,6/29/16,Not Discovered Yet,Not Discovered Yet,2,7/23/16,MA
7324031,164 RHODA ST,,QUINCY,3/17/16,Not Discovered Yet,Not Discovered Yet,1,3/17/16,MA
7329082,164 RIDGEWOOD RD,,MILTON,9/21/16,Not Discovered Yet,Not Discovered Yet,2A,10/11/16,MA
7323527,164 WINTHROP PKY,,REVERE,2/19/16,Not Discovered Yet,Not Discovered Yet,1,2/19/16,MA
340738,1642 CENTRE ST,,ROSLINDALE,9/14/10,3,3,2,5/16/16,MA
7327477,165 BRANDYWYNE DR,,EAST BOSTON,7/11/16,Not Discovered Yet,Not Discovered Yet,2,9/7/16,MA
4358513,165 COPELAND ST,,QUINCY,6/4/15,Not Discovered Yet,3,2,7/19/16,MA
7329550,165 SOUTH AVE,,WESTON,10/17/16,Not Discovered Yet,Not Discovered Yet,1,10/17/16,MA
7323719,1650 DORCHESTER AVE,,DORCHESTER,2/29/16,Not Discovered Yet,Not Discovered Yet,1,2/29/16,MA
7328338,166 GREEN ST,,CLINTON,8/22/16,Not Discovered Yet,Not Discovered Yet,1,8/23/16,MA
7329921,166 GREEN ST,,CLINTON,11/1/16,Not Discovered Yet,Not Discovered Yet,1,11/4/16,MA
7324987,1661 MASSACHUSETTS AVE,,LEXINGTON,4/27/16,Not Discovered Yet,Not Discovered Yet,1,4/27/16,MA
7323859,167 BRIDGE RD,,SALISBURY,3/8/16,Not Discovered Yet,Not Discovered Yet,1,3/8/16,MA
7325525,167 ESSEX ST,,BEVERLY,5/9/16,Not Discovered Yet,Not Discovered Yet,2,6/27/16,MA
7324419,167 MARKET ST,,ROCKLAND,4/5/16,Not Discovered Yet,Not Discovered Yet,1,4/5/16,MA
