leak Number,Reported Address,Cross Street,Town,Reported Date,15-SQ-05 Class,16-SQ-05 Class,Grade,Repaired Date,State
7322614,8 VAN WINKLE ST,,DORCHESTER,1/11/16,Not Discovered Yet,Not Discovered Yet,1,1/12/16,MA
7324237,8 WAITT AVE,,LYNN,3/24/16,Not Discovered Yet,Not Discovered Yet,2,3/31/16,MA
7324764,8 WALCOTT RD,,BEVERLY,4/21/16,Not Discovered Yet,Not Discovered Yet,2,4/21/16,MA
7330765,8 WALNUT PIKE,,LYNN,12/19/16,Not Discovered Yet,Not Discovered Yet,1,12/19/16,MA
7325314,8 WEBSTER ST,,LYNN,5/6/16,Not Discovered Yet,Not Discovered Yet,1,5/7/16,MA
7325254,8 WILLARD LN,,LYNNFIELD,5/4/16,Not Discovered Yet,Not Discovered Yet,1,5/17/16,MA
7327240,8 WINTER ST,,READING,7/8/16,Not Discovered Yet,Not Discovered Yet,1,7/9/16,MA
7323516,8 WOODBURY AVE,,LYNN,2/10/16,Not Discovered Yet,Not Discovered Yet,2A,12/12/16,MA
7328739,8 WOODBURY AVE,,LYNN,9/8/16,Not Discovered Yet,Not Discovered Yet,1,9/9/16,MA
7324370,80 AUDUBON RD,,MILTON,12/24/12,Missed 2,Missed 2,2,10/22/16,MA
7324962,80 BANKS RD,,SWAMPSCOTT,4/26/16,Not Discovered Yet,Not Discovered Yet,1,4/28/16,MA
7324164,80 BARTLETT ST,,CHARLESTOWN,3/18/16,Not Discovered Yet,Not Discovered Yet,3,6/25/16,MA
7329967,80 CABOT ST,,BEVERLY,11/1/16,Not Discovered Yet,Not Discovered Yet,2,11/22/16,MA
7330078,80 FLORENCE AVE,,REVERE,11/8/16,Not Discovered Yet,Not Discovered Yet,1,11/9/16,MA
7328208,80 HAMILTON AVE,,HAVERHILL,6/26/16,Not Discovered Yet,Not Discovered Yet,2,9/12/16,MA
3735167,80 HARVARD ST,,LEOMINSTER,4/13/15,Not Discovered Yet,3,3,6/27/16,MA
7326990,80 HOLTEN ST,,DANVERS,6/23/16,Not Discovered Yet,Not Discovered Yet,2,7/11/16,MA
7323281,80 JACQUES ST,,SOMERVILLE,1/28/16,Not Discovered Yet,Not Discovered Yet,2A,4/13/16,MA
7328893,80 LAWRENCE RD,,MEDFORD,9/15/16,Not Discovered Yet,Not Discovered Yet,1,9/15/16,MA
7330710,80 LOWELL ST,,PEABODY,12/14/16,Not Discovered Yet,Not Discovered Yet,2,12/20/16,MA
7328862,80 MAYNARD ST,,ROSLINDALE,9/14/16,Not Discovered Yet,Not Discovered Yet,1,9/14/16,MA
7329200,80 OLD MARLBORO RD,,CONCORD,9/20/16,Not Discovered Yet,Not Discovered Yet,2,11/9/16,MA
304915,80 PARKER HILL AVE,,ROXBURY,8/27/07,3,2,3,8/1/16,MA
7329514,80 PEARL ST,,NEWTON,9/30/16,Not Discovered Yet,Not Discovered Yet,2,12/1/16,MA
7324004,80 PROSPECT AVE,,WINTHROP,3/15/16,Not Discovered Yet,Not Discovered Yet,1,3/15/16,MA
7324638,80 SWAN ST,,MEDFORD,4/15/16,Not Discovered Yet,Not Discovered Yet,1,4/15/16,MA
7326839,80 WALTHAM ST,,NEWTON,6/15/16,Not Discovered Yet,Not Discovered Yet,2,9/14/16,MA
7329184,80 WESTGATE RD,,NEWTON,9/28/16,Not Discovered Yet,Not Discovered Yet,1,9/29/16,MA
7323293,80 WILDWOOD DR,,CARLISLE,2/5/16,Not Discovered Yet,Not Discovered Yet,1,2/5/16,MA
7322836,80 YORK TER,,BROOKLINE,1/22/16,Not Discovered Yet,Not Discovered Yet,1,1/22/16,MA
7323372,800 BOYLSTON ST,,BROOKLINE,2/11/16,Not Discovered Yet,Not Discovered Yet,1,2/11/16,MA
7323852,800 COLUMBIA RD,,DORCHESTER,3/8/16,Not Discovered Yet,Not Discovered Yet,1,3/9/16,MA
7323184,800 MORRISSEY BLVD,,DORCHESTER,2/2/16,Not Discovered Yet,Not Discovered Yet,1,2/2/16,MA
7323531,800 MORRISSEY BLVD,,DORCHESTER,2/19/16,Not Discovered Yet,Not Discovered Yet,1,2/19/16,MA
7323320,800 NANTASKET AVE,,HULL,2/7/16,Not Discovered Yet,Not Discovered Yet,2A,6/3/16,MA
7325912,800 WASHINGTON ST,,NORWOOD,5/24/16,Not Discovered Yet,Not Discovered Yet,2,6/20/16,MA
7327042,800 WASHINGTON ST,,NORWOOD,6/28/16,Not Discovered Yet,Not Discovered Yet,2,7/20/16,MA
7322608,805 NANTASKET AVE,,HULL,1/8/16,Not Discovered Yet,Not Discovered Yet,1,1/21/16,MA
596636,806 MONUMENT ST,,CONCORD,11/28/11,3,3,2,11/22/16,MA
7324166,807 MAIN ST,,READING,3/21/16,Not Discovered Yet,Not Discovered Yet,2,4/29/16,MA
7329428,807 MASSACHUSETTS AVE,,BOXBOROUGH,10/10/16,Not Discovered Yet,Not Discovered Yet,1,10/10/16,MA
7326108,81 BORDER ST,,COHASSET,6/2/16,Not Discovered Yet,Not Discovered Yet,1,6/3/16,MA
7330389,81 CENTRE ST,,LYNN,11/29/16,Not Discovered Yet,Not Discovered Yet,1,12/1/16,MA
7323543,81 FRANKLIN ST,,HAVERHILL,2/21/16,Not Discovered Yet,Not Discovered Yet,1,2/21/16,MA
7328205,81 GREEN ST,,CHARLESTOWN,8/15/16,Not Discovered Yet,Not Discovered Yet,1,8/16/16,MA
280375,81 GREEN ST,,STONEHAM,10/3/05,3,3,2,3/3/16,MA
913570,81 HOBART ST,,HINGHAM,6/11/12,3,3,2,7/27/16,MA
7324281,81 LAKE SHORE DR,,WEYMOUTH,3/29/16,Not Discovered Yet,Not Discovered Yet,1,3/29/16,MA
7329573,81 LANTZ AVE,,WHITMAN,10/17/16,Not Discovered Yet,Not Discovered Yet,1,10/17/16,MA
7323896,81 LYNNFIELD ST,,LYNN,3/9/16,Not Discovered Yet,Not Discovered Yet,1,3/9/16,MA
7329035,81 MAIN ST,,SAUGUS,9/14/16,Not Discovered Yet,Not Discovered Yet,2A,10/26/16,MA
7323071,81 PORTER RD,,WALTHAM,1/30/16,Not Discovered Yet,Not Discovered Yet,1,1/30/16,MA
7327794,81 PULASKI ST,,WARREN,7/21/16,Not Discovered Yet,Not Discovered Yet,2,8/19/16,MA
7325950,81 SUMMER ST,,EVERETT,5/27/16,Not Discovered Yet,Not Discovered Yet,1,5/27/16,MA
7323285,81 TAYLOR ST,,MALDEN,2/1/16,Not Discovered Yet,Not Discovered Yet,2,3/16/16,MA
7326378,81 WALNUT ST,,BROOKLINE,6/10/16,Not Discovered Yet,Not Discovered Yet,1,6/30/16,MA
7326755,81 WELLINGTON HILL ST,,DORCHESTER,6/20/16,Not Discovered Yet,Not Discovered Yet,2,8/15/16,MA
7327558,81 WINCHESTER RD,,ARLINGTON,7/18/16,Not Discovered Yet,Not Discovered Yet,1,7/18/16,MA
7326645,813 BROADWAY,,REVERE,6/15/16,Not Discovered Yet,Not Discovered Yet,2,7/6/16,MA
7323291,815 MAIN ST,,READING,2/3/16,Not Discovered Yet,Not Discovered Yet,2,4/29/16,MA
253000,815 MORTON ST,,DORCHESTER,10/9/03,3,3,2,12/22/16,MA
7322579,815 NANTASKET AVE,,HULL,1/8/16,Not Discovered Yet,Not Discovered Yet,1,1/8/16,MA
7327752,815 NANTASKET AVE,,HULL,7/25/16,Not Discovered Yet,Not Discovered Yet,1,8/16/16,MA
7323944,816 SOUTHERN AR,,QUINCY,3/11/16,Not Discovered Yet,Not Discovered Yet,1,3/11/16,MA
7324818,817 MOODY ST,,WALTHAM,4/22/16,Not Discovered Yet,Not Discovered Yet,1,4/29/16,MA
7329530,817 MOODY ST,,WALTHAM,10/15/16,Not Discovered Yet,Not Discovered Yet,1,10/15/16,MA
7330536,819 E BROADWAY,,SOUTH BOSTON,12/6/16,Not Discovered Yet,Not Discovered Yet,1,12/6/16,MA
7323001,82 BATES RD,,ARLINGTON,1/27/16,Not Discovered Yet,Not Discovered Yet,2,7/11/16,MA
7328392,82 BOSTON AVE,,MEDFORD,4/25/16,Not Discovered Yet,Not Discovered Yet,1,4/25/16,MA
7324636,82 BOSTON ST,,EVERETT,4/8/16,Not Discovered Yet,Not Discovered Yet,2,10/12/16,MA
7329610,82 CEDAR ST,,CLINTON,10/18/16,Not Discovered Yet,Not Discovered Yet,2,10/26/16,MA
7322587,82 CHURCH ST,,NEWTON,1/8/16,Not Discovered Yet,Not Discovered Yet,1,1/9/16,MA
7330728,82 CUDWORTH LN,,SUDBURY,12/16/16,Not Discovered Yet,Not Discovered Yet,1,12/16/16,MA
7324619,82 DERBY ST,,SALEM,4/15/16,Not Discovered Yet,Not Discovered Yet,1,4/25/16,MA
5336344,82 DEVON ST,,DORCHESTER,7/30/15,Not Discovered Yet,3,3,5/17/16,MA
7323926,82 HOWARD ST,,HAVERHILL,3/10/16,Not Discovered Yet,Not Discovered Yet,1,3/11/16,MA
7323885,82 LYNNFIELD ST,,LYNN,3/9/16,Not Discovered Yet,Not Discovered Yet,1,3/9/16,MA
7325351,82 NEWPORT RD,,HULL,5/4/16,Not Discovered Yet,Not Discovered Yet,2,5/31/16,MA
7329926,82 SAGAMORE ST,,REVERE,11/1/16,Not Discovered Yet,Not Discovered Yet,1,11/1/16,MA
7329762,82 WOOD ST,,MILTON,10/19/16,Not Discovered Yet,Not Discovered Yet,2,11/29/16,MA
121712,822 MAIN ST,,HINGHAM,3/16/98,3,3,3,7/6/16,MA
7324055,829 BOSTON ST,,LYNN,3/18/16,Not Discovered Yet,Not Discovered Yet,1,3/18/16,MA
7324618,829 BOSTON ST,,LYNN,4/7/16,Not Discovered Yet,Not Discovered Yet,2A,5/27/16,MA
337018,829 FELLSWAY W,,MEDFORD,8/31/10,3,3,2,11/14/16,MA
7330185,83 BEACHLAND AVE,,REVERE,11/10/16,Not Discovered Yet,Not Discovered Yet,1,11/12/16,MA
40008,83 BLUE HILL AV,,ROXBURY,7/30/92,3,3,2,6/1/16,MA
7329666,83 BLUE HILL AVE,,ROXBURY,10/20/16,Not Discovered Yet,Not Discovered Yet,1,10/21/16,MA
347975,83 BRIDGE ST,,BEVERLY,6/10/11,3,3,2,6/9/16,MA
7327755,83 BRIDGE ST,,BEVERLY,7/24/16,Not Discovered Yet,Not Discovered Yet,2,8/3/16,MA
7328988,83 CLARK ST,,CLINTON,9/21/16,Not Discovered Yet,Not Discovered Yet,1,9/21/16,MA
7325087,83 CORBET ST,,DORCHESTER,4/29/16,Not Discovered Yet,Not Discovered Yet,1,4/29/16,MA
7324584,83 E PLAIN ST,,WAYLAND,3/25/16,Not Discovered Yet,Not Discovered Yet,2,6/15/16,MA
7321586,83 ELIOT ST,,BROOKLINE,11/17/15,Not Discovered Yet,2,2,1/11/16,MA
6748809,83 ELM ST,,DANVERS,10/8/15,Not Discovered Yet,3,2,10/6/16,MA
7329780,83 FERRIN ST,,CHARLESTOWN,10/26/16,Not Discovered Yet,Not Discovered Yet,2A,10/26/16,MA
7322972,83 HIGH ST,,QUINCY,1/27/16,Not Discovered Yet,Not Discovered Yet,1,1/27/16,MA
7330188,83 KEYSTONE ST,,WEST ROXBURY,11/13/16,Not Discovered Yet,Not Discovered Yet,1,11/13/16,MA
7326050,83 NEPONSET AVE,,ROSLINDALE,5/31/16,Not Discovered Yet,Not Discovered Yet,2,6/16/16,MA
331531,83 SEAVER ST,,WELLESLEY,3/15/10,3,3,2,7/26/16,MA
7329187,83 STEDMAN ST,,BROOKLINE,9/28/16,Not Discovered Yet,Not Discovered Yet,1,9/28/16,MA
3824226,83 VICTORY RD,,DORCHESTER,3/23/15,Not Discovered Yet,3,3,9/26/16,MA
7323535,830 TREMONT ST,,ROXBURY,2/19/16,Not Discovered Yet,Not Discovered Yet,1,3/2/16,MA
7326116,834 BROADWAY,,EVERETT,6/2/16,Not Discovered Yet,Not Discovered Yet,1,6/2/16,MA
7322258,834 MAIN ST,,WINCHESTER,12/1/15,Not Discovered Yet,2,2,1/22/16,MA
7323984,838 MOODY ST,,WALTHAM,2/16/16,Not Discovered Yet,Not Discovered Yet,2,10/14/16,MA
7323253,838 WORCESTER TPKE,,WELLESLEY,2/1/16,Not Discovered Yet,Not Discovered Yet,2,12/22/16,MA
7326187,84 ARSENAL ST,,WATERTOWN,5/12/16,Not Discovered Yet,Not Discovered Yet,2,9/20/16,MA
7330599,84 BENNINGTON ST,,EAST BOSTON,12/8/16,Not Discovered Yet,Not Discovered Yet,1,12/12/16,MA
7330609,84 BENNINGTON ST,,EAST BOSTON,12/9/16,Not Discovered Yet,Not Discovered Yet,1,12/13/16,MA
7329088,84 ELM ST,,COHASSET,9/23/16,Not Discovered Yet,Not Discovered Yet,1,9/23/16,MA
7330079,84 FLORENCE AVE,,REVERE,11/8/16,Not Discovered Yet,Not Discovered Yet,1,11/9/16,MA
3082458,84 LONGWOOD AVE,,BROOKLINE,2/26/15,Not Discovered Yet,2,2,2/9/16,MA
7330202,84 NAGOG HILL RD,,ACTON,11/8/16,Not Discovered Yet,Not Discovered Yet,2,12/20/16,MA
7323813,84 WILLOW ST,,CHELSEA,3/6/16,Not Discovered Yet,Not Discovered Yet,1,3/7/16,MA
7322732,84 WINNISIMMET ST,,CHELSEA,1/13/16,Not Discovered Yet,Not Discovered Yet,2A,1/25/16,MA
7322530,844 MAIN ST,,CONCORD,1/1/16,Not Discovered Yet,Not Discovered Yet,2,1/6/16,MA
117637,845 ALBANY ST,,BOSTON,9/8/97,3,3,2,10/24/16,MA
3977551,845 ALBANY ST,,BOSTON,5/5/15,Not Discovered Yet,2,2,7/7/16,MA
7326966,845 BOYLSTON ST,,BROOKLINE,6/29/16,Not Discovered Yet,Not Discovered Yet,1,7/21/16,MA
7329274,847 BEACON ST,,NEWTON,10/3/16,Not Discovered Yet,Not Discovered Yet,1,10/3/16,MA
7323595,85 ARLINGTON ST,,LEOMINSTER,2/23/16,Not Discovered Yet,Not Discovered Yet,1,2/23/16,MA
7330320,85 BOW ST,,EVERETT,11/21/16,Not Discovered Yet,Not Discovered Yet,1,11/22/16,MA
4338963,85 CLIFF ST,,QUINCY,4/24/15,Not Discovered Yet,3,2A,12/2/16,MA
7322670,85 CRAGMORE RD,,NEWTON,1/12/16,Not Discovered Yet,Not Discovered Yet,2,1/22/16,MA
7327050,85 CRAGMORE RD,,NEWTON,6/30/16,Not Discovered Yet,Not Discovered Yet,1,7/1/16,MA
7326915,85 E MAIN ST,,AYER,6/27/16,Not Discovered Yet,Not Discovered Yet,1,6/27/16,MA
7327727,85 LINDEN ST,,BRIGHTON,7/23/16,Not Discovered Yet,Not Discovered Yet,1,8/4/16,MA
7324762,85 NANTASKET AVE,,HULL,4/15/16,Not Discovered Yet,Not Discovered Yet,2,5/16/16,MA
7330366,85 NANTASKET RD,,HULL,11/28/16,Not Discovered Yet,Not Discovered Yet,1,11/28/16,MA
7329702,85 NEWFIELD ST,,WEST ROXBURY,10/21/16,Not Discovered Yet,Not Discovered Yet,1,10/22/16,MA
7329706,85 NEWFIELD ST,,WEST ROXBURY,10/22/16,Not Discovered Yet,Not Discovered Yet,1,10/22/16,MA
7323723,85 ORCHARD ST,,LYNN,2/29/16,Not Discovered Yet,Not Discovered Yet,1,2/29/16,MA
4348844,85 PARK DR,,BOSTON,6/5/15,Not Discovered Yet,2,2,1/29/16,MA
7326681,85 PARKER ST,,NEWTON,6/10/16,Not Discovered Yet,Not Discovered Yet,2A,11/29/16,MA
7324286,85 PECKSUOT RD,,WEYMOUTH,3/26/16,Not Discovered Yet,Not Discovered Yet,2A,4/13/16,MA
7323569,85 PHILLIPS ST,,BOSTON,2/19/16,Not Discovered Yet,Not Discovered Yet,2,6/23/16,MA
7329801,85 SPRINGDALE AVE,,SAUGUS,10/27/16,Not Discovered Yet,Not Discovered Yet,1,10/27/16,MA
7324542,85 STEVENS ST,,REVERE,4/11/16,Not Discovered Yet,Not Discovered Yet,1,4/11/16,MA
7323620,85 TAYLOR ST,,MALDEN,2/11/16,Not Discovered Yet,Not Discovered Yet,2,3/1/16,MA
7322854,85 W PLAIN ST,,WAYLAND,1/23/16,Not Discovered Yet,Not Discovered Yet,1,1/23/16,MA
7322481,85 WELLS RD,,LINCOLN,1/4/16,Not Discovered Yet,Not Discovered Yet,1,1/4/16,MA
7325980,85 WILLOW CT,,DORCHESTER,5/31/16,Not Discovered Yet,Not Discovered Yet,1,5/31/16,MA
7330545,85 WINTHROP RD,,CHELSEA,12/7/16,Not Discovered Yet,Not Discovered Yet,1,12/7/16,MA
7324738,850 MASSACHUSETTS AVE,,ROXBURY,4/20/16,Not Discovered Yet,Not Discovered Yet,1,4/21/16,MA
7329350,856 HAVERHILL ST,,ROWLEY,9/22/16,Not Discovered Yet,Not Discovered Yet,2,12/19/16,MA
7328616,857 FELLSWAY,,MEDFORD,9/1/16,Not Discovered Yet,Not Discovered Yet,1,9/1/16,MA
7325970,858 HAVERHILL ST,,ROWLEY,5/30/16,Not Discovered Yet,Not Discovered Yet,1,5/30/16,MA
7326710,86 BALLOU AVE,,DORCHESTER,6/14/16,Not Discovered Yet,Not Discovered Yet,2,8/11/16,MA
347258,86 CENTRAL AVE,,CHELSEA,6/2/11,3,3,2A,10/3/16,MA
7326026,86 CHESTNUT ST,,BROOKLINE,5/31/16,Not Discovered Yet,Not Discovered Yet,1,5/31/16,MA
326335,86 COPELAND ST,,QUINCY,8/13/09,3,3,2,9/28/16,MA
7326066,86 DUMMER ST,,BROOKLINE,5/23/16,Not Discovered Yet,Not Discovered Yet,3,6/15/16,MA
7325098,86 DYSART ST,,QUINCY,4/29/16,Not Discovered Yet,Not Discovered Yet,2,5/3/16,MA
7325696,86 EDSON ST,,DORCHESTER,5/18/16,Not Discovered Yet,Not Discovered Yet,2,7/28/16,MA
7324602,86 ELM ST,,MEDFORD,4/14/16,Not Discovered Yet,Not Discovered Yet,1,4/14/16,MA
7323547,86 GALLIVAN BLVD,,DORCHESTER,2/22/16,Not Discovered Yet,Not Discovered Yet,1,2/22/16,MA
7324743,86 GEORGE ST,,MEDFORD,4/13/16,Not Discovered Yet,Not Discovered Yet,2,5/24/16,MA
7323269,86 MALL ST,,LYNN,2/3/16,Not Discovered Yet,Not Discovered Yet,2A,2/25/16,MA
7325956,86 MANOMET AVE,,HULL,5/27/16,Not Discovered Yet,Not Discovered Yet,1,5/31/16,MA
7329683,86 MANTHORNE RD,,WEST ROXBURY,10/19/16,Not Discovered Yet,Not Discovered Yet,2,12/20/16,MA
7326780,86 MCKAY ST,,BEVERLY,6/14/16,Not Discovered Yet,Not Discovered Yet,2,8/24/16,MA
258869,86 MEDFORD ST,,MEDFORD,4/21/04,3,2,2,1/14/16,MA
7327565,86 PHILIP FARM RD,,CONCORD,7/18/16,Not Discovered Yet,Not Discovered Yet,1,7/18/16,MA
7325560,86 PLEASANT ST,,HINGHAM,5/14/16,Not Discovered Yet,Not Discovered Yet,1,5/14/16,MA
1365196,86 SUFFOLK RD,,WELLESLEY,9/30/13,3,3,2,8/15/16,MA
7330678,86 WASHINGTON ST,,NEWTON,12/14/16,Not Discovered Yet,Not Discovered Yet,1,12/14/16,MA
7324740,86 WILLARD RD,,BROOKLINE,4/18/16,Not Discovered Yet,Not Discovered Yet,2,4/19/16,MA
7323469,860 HARRISON AVE,,BOSTON,2/17/16,Not Discovered Yet,Not Discovered Yet,1,2/25/16,MA
7328808,861 MAIN ST,,WEYMOUTH,9/8/16,Not Discovered Yet,Not Discovered Yet,3,9/15/16,MA
7323369,863 WASHINGTON ST,,DORCHESTER,2/10/16,Not Discovered Yet,Not Discovered Yet,1,2/10/16,MA
7324181,864 HUMPHREY ST,,SWAMPSCOTT,3/21/16,Not Discovered Yet,Not Discovered Yet,2,6/30/16,MA
7327991,87 BELLEVUE RD,,LYNN,7/30/16,Not Discovered Yet,Not Discovered Yet,2A,8/22/16,MA
7328519,87 BELLEVUE RD,,LYNN,8/26/16,Not Discovered Yet,Not Discovered Yet,2,9/14/16,MA
7325651,87 GLENWAY ST,,DORCHESTER,5/12/16,Not Discovered Yet,Not Discovered Yet,2A,7/29/16,MA
7330170,87 HAVERHILL RD,,AMESBURY,11/1/16,Not Discovered Yet,Not Discovered Yet,2,11/18/16,MA
7326686,87 KERNWOOD AVE,,BEVERLY,5/16/16,Not Discovered Yet,Not Discovered Yet,1,5/16/16,MA
339641,87 LAGRANGE ST,,WEST ROXBURY,11/29/10,3,3,2A,8/26/16,MA
7329546,87 LAGRANGE ST,,WEST ROXBURY,10/13/16,Not Discovered Yet,Not Discovered Yet,2,12/15/16,MA
7325986,87 MOUNT IDA RD,,DORCHESTER,5/23/16,Not Discovered Yet,Not Discovered Yet,2,8/2/16,MA
7325681,87 OLD CONNECTICUT PATH,,WAYLAND,5/18/16,Not Discovered Yet,Not Discovered Yet,1,5/18/16,MA
7325695,87 PARK ST,,DORCHESTER,5/19/16,Not Discovered Yet,Not Discovered Yet,1,5/19/16,MA
7326343,87 PINE ST,,MALDEN,6/8/16,Not Discovered Yet,Not Discovered Yet,1,6/8/16,MA
7330768,87 REVERE ST,,BOSTON,12/19/16,Not Discovered Yet,Not Discovered Yet,1,12/20/16,MA
7326622,87 TEN HILLS RD,,SOMERVILLE,6/10/16,Not Discovered Yet,Not Discovered Yet,2,8/18/16,MA
7327631,87 TRENTON ST,,EAST BOSTON,7/14/16,Not Discovered Yet,Not Discovered Yet,2,8/30/16,MA
7329572,87 WOODVILLE ST,,EVERETT,10/17/16,Not Discovered Yet,Not Discovered Yet,1,10/17/16,MA
7330850,870 E 6TH ST,,SOUTH BOSTON,12/22/16,Not Discovered Yet,Not Discovered Yet,1,12/22/16,MA
7324849,870 MOODY ST,,WALTHAM,4/22/16,Not Discovered Yet,Not Discovered Yet,1,4/23/16,MA
7329254,88 COTTAGE ST,,BROOKLINE,9/30/16,Not Discovered Yet,Not Discovered Yet,1,9/30/16,MA
7323530,88 HINSTON RD,,WEYMOUTH,2/19/16,Not Discovered Yet,Not Discovered Yet,1,2/19/16,MA
7328243,88 LEXINGTON ST,,WATERTOWN,8/16/16,Not Discovered Yet,Not Discovered Yet,1,8/17/16,MA
7329493,88 MOUNT VERNON ST,,BOSTON,10/13/16,Not Discovered Yet,Not Discovered Yet,1,10/13/16,MA
7326431,88 SALMAN ST,,WEST ROXBURY,6/9/16,Not Discovered Yet,Not Discovered Yet,2,7/27/16,MA
1297622,88 SELDEN ST,,DORCHESTER,6/26/13,3,3,3,12/27/16,MA
7324438,882 WINTHROP AVE,,REVERE,4/6/16,Not Discovered Yet,Not Discovered Yet,2,4/6/16,MA
7328793,884 ADAMS ST,,DORCHESTER,9/12/16,Not Discovered Yet,Not Discovered Yet,2,9/12/16,MA
7328577,885 CONCORD AVE,,BELMONT,8/31/16,Not Discovered Yet,Not Discovered Yet,1,8/31/16,MA
7324693,89 BEECH ST,,BRAINTREE,4/13/16,Not Discovered Yet,Not Discovered Yet,2,11/8/16,MA
7326236,89 BRYANT ST,,EVERETT,6/1/16,Not Discovered Yet,Not Discovered Yet,2,6/29/16,MA
1518939,89 BURGET AVE,,MEDFORD,2/4/14,3,3,2,6/10/16,MA
7327594,89 CARVER RD,,NEWTON,7/13/16,Not Discovered Yet,Not Discovered Yet,2A,9/21/16,MA
7329116,89 CLIFF ST,,QUINCY,9/23/16,Not Discovered Yet,Not Discovered Yet,2A,10/17/16,MA
7328537,89 DOANE ST,,COHASSET,8/27/16,Not Discovered Yet,Not Discovered Yet,2,10/26/16,MA
7328772,89 GASTON ST,,MEDFORD,9/10/16,Not Discovered Yet,Not Discovered Yet,1,9/10/16,MA
7327812,89 HIGHLAND AVE,,WINTHROP,7/24/16,Not Discovered Yet,Not Discovered Yet,2A,8/23/16,MA
7328836,89 HILLSDALE RD,,MEDFORD,9/14/16,Not Discovered Yet,Not Discovered Yet,3,9/14/16,MA
7325666,89 HYDE AVE,,NEWTON,5/18/16,Not Discovered Yet,Not Discovered Yet,1,5/19/16,MA
7324458,89 MAYALL RD,,WALTHAM,4/8/16,Not Discovered Yet,Not Discovered Yet,1,4/8/16,MA
7324552,89 PURITAN RD,,NEWTON,4/1/16,Not Discovered Yet,Not Discovered Yet,2,5/27/16,MA
7326182,89 SOUTHERN AVE,,ESSEX,5/31/16,Not Discovered Yet,Not Discovered Yet,2,8/26/16,MA
7324711,89 STEARNS RD,,BROOKLINE,4/15/16,Not Discovered Yet,Not Discovered Yet,2,6/1/16,MA
7323814,89 WILLOW ST,,CHELSEA,3/6/16,Not Discovered Yet,Not Discovered Yet,1,3/7/16,MA
7323030,894 MAIN ST,,WALTHAM,1/29/16,Not Discovered Yet,Not Discovered Yet,1,1/30/16,MA
7327823,9 ALBION ST,,SALEM,7/20/16,Not Discovered Yet,Not Discovered Yet,1,7/27/16,MA
7328100,9 ALBION ST,,SALEM,8/9/16,Not Discovered Yet,Not Discovered Yet,1,8/11/16,MA
7328403,9 ALBION ST,,SALEM,8/23/16,Not Discovered Yet,Not Discovered Yet,2A,8/31/16,MA
7325501,9 APPLETON ST,,BOSTON,5/12/16,Not Discovered Yet,Not Discovered Yet,1,5/16/16,MA
7326222,9 AUBURN RD,,BEVERLY,6/1/16,Not Discovered Yet,Not Discovered Yet,2,6/14/16,MA
39338,9 AVALON AV,,QUINCY,5/2/94,3,3,2,12/6/16,MA
7327768,9 BAY VIEW AVE,,DANVERS,7/21/16,Not Discovered Yet,Not Discovered Yet,2,8/2/16,MA
7327507,9 BEECH ST,,BRAINTREE,7/13/16,Not Discovered Yet,Not Discovered Yet,2,8/29/16,MA
7324216,9 BENNETT ST,,WOBURN,3/28/16,Not Discovered Yet,Not Discovered Yet,1,3/28/16,MA
7325964,9 BROADWAY,,BEVERLY,5/28/16,Not Discovered Yet,Not Discovered Yet,1,6/7/16,MA
1572496,9 BUFFUM ST,,LYNN,3/17/14,3,3,2A,2/20/16,MA
7330682,9 BUFFUM ST,,LYNN,12/14/16,Not Discovered Yet,Not Discovered Yet,1,12/14/16,MA
7327938,9 CRESCENT PL,,MELROSE,8/2/16,Not Discovered Yet,Not Discovered Yet,1,8/2/16,MA
7326833,9 CROSS ST,,BEVERLY,6/22/16,Not Discovered Yet,Not Discovered Yet,2,7/15/16,MA
7322315,9 CYPRESS ST,,NORWOOD,12/20/15,Not Discovered Yet,3,3,7/28/16,MA
7328513,9 CYPRESS ST,,NORWOOD,8/22/16,Not Discovered Yet,Not Discovered Yet,2,10/18/16,MA
7326762,9 DICKENS ST,,DORCHESTER,6/17/16,Not Discovered Yet,Not Discovered Yet,2,8/18/16,MA
7327411,9 DUNCAN PL,,DORCHESTER,7/13/16,Not Discovered Yet,Not Discovered Yet,1,7/13/16,MA
7330819,9 ELM ST,,AYER,12/21/16,Not Discovered Yet,Not Discovered Yet,1,12/21/16,MA
233878,9 FLAX POND RD,,LYNN,8/8/02,3,3,2,10/6/16,MA
7324965,9 FOWLER ST,,DORCHESTER,4/25/16,Not Discovered Yet,Not Discovered Yet,2,12/21/16,MA
7327232,9 GLOVER SQ,,MARBLEHEAD,7/8/16,Not Discovered Yet,Not Discovered Yet,1,7/8/16,MA
7324502,9 HARBORVIEW DR,,HINGHAM,4/10/16,Not Discovered Yet,Not Discovered Yet,1,4/10/16,MA
7323879,9 HART ST,,BEVERLY,3/9/16,Not Discovered Yet,Not Discovered Yet,1,3/9/16,MA
7326516,9 HARTLEY TER,,BRIGHTON,6/1/16,Not Discovered Yet,Not Discovered Yet,2,7/11/16,MA
7326852,9 HIGHCREST RD,,ROSLINDALE,6/23/16,Not Discovered Yet,Not Discovered Yet,2A,7/20/16,MA
4196381,9 HIGHLAND WAY,,BURLINGTON,5/20/15,Not Discovered Yet,3,2,6/4/16,MA
